name,category,weight,quartile
Kiss of the Spider Woman,primaryTitle,15720,Q1
Khakee,primaryTitle,15715,Q1
The Best Man Holiday,primaryTitle,15708,Q1
Final Girl,primaryTitle,15681,Q1
At Close Range,primaryTitle,15649,Q1
Trinity Is Still My Name,primaryTitle,15615,Q1
Night Moves,primaryTitle,15610,Q1
Fathers' Day,primaryTitle,15577,Q1
Half Past Dead,primaryTitle,15575,Q1
Year of the Dragon,primaryTitle,15568,Q1
Gunfight at the O.K. Corral,primaryTitle,15506,Q1
Total Eclipse,primaryTitle,15500,Q1
Detention,primaryTitle,15490,Q1
Garam Masala,primaryTitle,15474,Q1
Biloxi Blues,primaryTitle,15468,Q1
The Lion of the Desert,primaryTitle,15442,Q1
Seven Days in May,primaryTitle,15427,Q1
The Sea of Trees,primaryTitle,15414,Q1
Death Wish 3,primaryTitle,15413,Q1
200 Cigarettes,primaryTitle,15395,Q1
The Defiant Ones,primaryTitle,15394,Q1
Edison,primaryTitle,15392,Q1
Dhamaal,primaryTitle,15379,Q1
The Seeker: The Dark Is Rising,primaryTitle,15362,Q1
Alien Nation,primaryTitle,15345,Q1
The Woman in Red,primaryTitle,15344,Q1
The Night Listener,primaryTitle,15326,Q1
The Oogieloves in the Big Balloon Adventure,primaryTitle,15307,Q1
Mafia!,primaryTitle,15306,Q1
Mujhse Shaadi Karogi,primaryTitle,15304,Q1
Exposed,primaryTitle,15300,Q1
Luther,primaryTitle,15285,Q1
Hungama,primaryTitle,15247,Q1
The Scarlet Letter,primaryTitle,15245,Q1
Singh Is King,primaryTitle,15241,Q1
Foul Play,primaryTitle,15236,Q1
10 Items or Less,primaryTitle,15196,Q1
The Dream Team,primaryTitle,15184,Q1
Mr. India,primaryTitle,15157,Q1
Lords of Chaos,primaryTitle,15148,Q1
Two Brothers,primaryTitle,15144,Q1
The Chamber,primaryTitle,15137,Q1
The Road Within,primaryTitle,15131,Q1
Home Team,primaryTitle,15112,Q1
Body of Evidence,primaryTitle,15093,Q1
Barbershop: The Next Cut,primaryTitle,15090,Q1
Ashes of Time,primaryTitle,15061,Q1
Paparazzi,primaryTitle,15054,Q1
The Fury,primaryTitle,15032,Q1
Bob Roberts,primaryTitle,15025,Q1
Greedy,primaryTitle,15018,Q1
Knock Off,primaryTitle,15014,Q1
My Fellow Americans,primaryTitle,14998,Q1
Kaho Naa... Pyaar Hai,primaryTitle,14988,Q1
Trapped in Paradise,primaryTitle,14984,Q1
Something to Talk About,primaryTitle,14959,Q1
Beyond the Sea,primaryTitle,14956,Q1
Heaven's Gate,primaryTitle,14928,Q1
Agent Cody Banks 2: Destination London,primaryTitle,14920,Q1
Used Cars,primaryTitle,14901,Q1
Dostana,primaryTitle,14893,Q1
Barbershop 2: Back in Business,primaryTitle,14875,Q1
Mary Reilly,primaryTitle,14871,Q1
Jagged Edge,primaryTitle,14870,Q1
Satya,primaryTitle,14861,Q1
The Life and Death of Peter Sellers,primaryTitle,14860,Q1
All the Pretty Horses,primaryTitle,14859,Q1
Some Kind of Beautiful,primaryTitle,14801,Q1
Welcome to Collinwood,primaryTitle,14771,Q1
Urban Cowboy,primaryTitle,14745,Q1
The Last Thing He Wanted,primaryTitle,14736,Q1
All About the Benjamins,primaryTitle,14701,Q1
Battle in Seattle,primaryTitle,14690,Q1
A Fantastic Fear of Everything,primaryTitle,14673,Q1
Imagine That,primaryTitle,14673,Q1
The Sand Pebbles,primaryTitle,14666,Q1
Replicant,primaryTitle,14665,Q1
The Night Clerk,primaryTitle,14662,Q1
Bobby Z,primaryTitle,14655,Q1
Powder Blue,primaryTitle,14641,Q1
Pardes,primaryTitle,14609,Q1
A Late Quartet,primaryTitle,14577,Q1
Becket,primaryTitle,14569,Q1
Dickie Roberts: Former Child Star,primaryTitle,14501,Q1
Return to Paradise,primaryTitle,14482,Q1
The Big Kahuna,primaryTitle,14457,Q1
The Seventh Sign,primaryTitle,14457,Q1
The Big White,primaryTitle,14437,Q1
Zero Effect,primaryTitle,14424,Q1
The Love Punch,primaryTitle,14421,Q1
I Love You to Death,primaryTitle,14416,Q1
Up Close & Personal,primaryTitle,14406,Q1
Housefull 2,primaryTitle,14405,Q1
Animal Crackers,primaryTitle,14374,Q1
Little Italy,primaryTitle,14342,Q1
The Slammin' Salmon,primaryTitle,14299,Q1
Ready to Rumble,primaryTitle,14290,Q1
The Greatest Show on Earth,primaryTitle,14284,Q1
Phantom,primaryTitle,14276,Q1
With Honors,primaryTitle,14270,Q1
The Cowboys,primaryTitle,14254,Q1
Gorky Park,primaryTitle,14246,Q1
Lymelife,primaryTitle,14242,Q1
Karan Arjun,primaryTitle,14223,Q1
Playing with Fire,primaryTitle,14222,Q1
24 Hours to Live,primaryTitle,14220,Q1
Alice,primaryTitle,14216,Q1
The Vikings,primaryTitle,14206,Q1
Cadillac Man,primaryTitle,14204,Q1
Operation Petticoat,primaryTitle,14186,Q1
Clockstoppers,primaryTitle,14156,Q1
The Great Buck Howard,primaryTitle,14085,Q1
Snow Falling on Cedars,primaryTitle,14084,Q1
Moonlight Mile,primaryTitle,14077,Q1
The Fortune Cookie,primaryTitle,14072,Q1
The Hummingbird Project,primaryTitle,14071,Q1
Monkey Business,primaryTitle,14061,Q1
The Reluctant Fundamentalist,primaryTitle,14039,Q1
The Paper,primaryTitle,14036,Q1
Another Stakeout,primaryTitle,14025,Q1
Escape Plan: The Extractors,primaryTitle,14018,Q1
Career Opportunities,primaryTitle,13984,Q1
Far Cry,primaryTitle,13975,Q1
Emperor,primaryTitle,13966,Q1
The Lucky Ones,primaryTitle,13956,Q1
North,primaryTitle,13951,Q1
Simply Irresistible,primaryTitle,13940,Q1
The Out-of-Towners,primaryTitle,13913,Q1
Falling in Love,primaryTitle,13908,Q1
Young Adam,primaryTitle,13907,Q1
Elvis & Nixon,primaryTitle,13899,Q1
Auto Focus,primaryTitle,13891,Q1
Switchback,primaryTitle,13886,Q1
Gangster No. 1,primaryTitle,13879,Q1
Meek's Cutoff,primaryTitle,13877,Q1
The Two Jakes,primaryTitle,13860,Q1
Primeval,primaryTitle,13854,Q1
Ordinary Decent Criminal,primaryTitle,13853,Q1
Thunderbirds,primaryTitle,13813,Q1
The Clearing,primaryTitle,13803,Q1
Desi Boyz,primaryTitle,13792,Q1
King of Thieves,primaryTitle,13772,Q1
A Day at the Races,primaryTitle,13714,Q1
The Substitute,primaryTitle,13706,Q1
Terminal Velocity,primaryTitle,13673,Q1
Erik the Viking,primaryTitle,13666,Q1
The Dangerous Lives of Altar Boys,primaryTitle,13659,Q1
Animal Factory,primaryTitle,13656,Q1
Blue Chips,primaryTitle,13644,Q1
Yoga Hosers,primaryTitle,13614,Q1
Black Butterfly,primaryTitle,13607,Q1
The Front Page,primaryTitle,13604,Q1
Copying Beethoven,primaryTitle,13548,Q1
Youth Without Youth,primaryTitle,13522,Q1
My Favorite Martian,primaryTitle,13505,Q1
Paint Your Wagon,primaryTitle,13505,Q1
Captain America,primaryTitle,13496,Q1
Goon: Last of the Enforcers,primaryTitle,13493,Q1
Going Overboard,primaryTitle,13487,Q1
Cherry Falls,primaryTitle,13476,Q1
The Crossing Guard,primaryTitle,13468,Q1
Outcast,primaryTitle,13426,Q1
A.C.O.D.,primaryTitle,13415,Q1
Coming Home,primaryTitle,13413,Q1
Cry Freedom,primaryTitle,13403,Q1
Meet John Doe,primaryTitle,13381,Q1
PCU,primaryTitle,13377,Q1
Owning Mahowny,primaryTitle,13369,Q1
Antiviral,primaryTitle,13363,Q1
Santa Claus: The Movie,primaryTitle,13354,Q1
High School High,primaryTitle,13338,Q1
Breaker Morant,primaryTitle,13334,Q1
Infernal Affairs III,primaryTitle,13320,Q1
Biker Boyz,primaryTitle,13319,Q1
Radio Flyer,primaryTitle,13316,Q1
Excess Baggage,primaryTitle,13295,Q1
Shoot to Kill,primaryTitle,13288,Q1
The Toy,primaryTitle,13287,Q1
Deathtrap,primaryTitle,13269,Q1
Our Souls at Night,primaryTitle,13269,Q1
The Exception,primaryTitle,13252,Q1
Chappaquiddick,primaryTitle,13227,Q1
Absence of Malice,primaryTitle,13224,Q1
Say It Isn't So,primaryTitle,13175,Q1
Paheli,primaryTitle,13167,Q1
Home for the Holidays,primaryTitle,13154,Q1
Mark Felt: The Man Who Brought Down the White House,primaryTitle,13152,Q1
Aankhen,primaryTitle,13150,Q1
Welcome to the Jungle,primaryTitle,13146,Q1
Henry & June,primaryTitle,13137,Q1
Leap of Faith,primaryTitle,13113,Q1
The Secret: Dare to Dream,primaryTitle,13096,Q1
City of Lies,primaryTitle,13002,Q1
Black or White,primaryTitle,13000,Q1
Louder Than Bombs,primaryTitle,12980,Q1
In Dreams,primaryTitle,12967,Q1
The Front Runner,primaryTitle,12942,Q1
Bhagam Bhag,primaryTitle,12927,Q1
Fireflies in the Garden,primaryTitle,12908,Q1
Chachi 420,primaryTitle,12901,Q1
Gorgeous,primaryTitle,12888,Q1
Dreamer,primaryTitle,12884,Q1
Te3n,primaryTitle,12879,Q1
Stay Tuned,primaryTitle,12848,Q1
Family Business,primaryTitle,12836,Q1
W.E.,primaryTitle,12835,Q1
Manhattan Night,primaryTitle,12803,Q1
The Wild Geese,primaryTitle,12802,Q1
Billionaire Boys Club,primaryTitle,12799,Q1
Worth,primaryTitle,12798,Q1
Robin and Marian,primaryTitle,12771,Q1
The Big Easy,primaryTitle,12755,Q1
Snow Angels,primaryTitle,12729,Q1
Chances Are,primaryTitle,12722,Q1
She's Having a Baby,primaryTitle,12721,Q1
The War,primaryTitle,12717,Q1
USS Indianapolis: Men of Courage,primaryTitle,12711,Q1
Inventing the Abbotts,primaryTitle,12692,Q1
Men & Chicken,primaryTitle,12668,Q1
The Sheltering Sky,primaryTitle,12663,Q1
The Hollars,primaryTitle,12661,Q1
Violet & Daisy,primaryTitle,12648,Q1
Amelia,primaryTitle,12644,Q1
Love Is Strange,primaryTitle,12636,Q1
Tees Maar Khan,primaryTitle,12633,Q1
Jade,primaryTitle,12620,Q1
Horse Feathers,primaryTitle,12609,Q1
Dutch,primaryTitle,12607,Q1
Two Hands,primaryTitle,12582,Q1
The Forger,primaryTitle,12574,Q1
Stockholm,primaryTitle,12555,Q1
The English Teacher,primaryTitle,12525,Q1
Outlaw,primaryTitle,12524,Q1
The Longest Week,primaryTitle,12493,Q1
Shadow Dancer,primaryTitle,12463,Q1
Bait,primaryTitle,12460,Q1
Freeheld,primaryTitle,12458,Q1
Nicholas Nickleby,primaryTitle,12424,Q1
Being Julia,primaryTitle,12423,Q1
Mo' Better Blues,primaryTitle,12422,Q1
The Mustang,primaryTitle,12413,Q1
The Red Baron,primaryTitle,12399,Q1
The Other Sister,primaryTitle,12392,Q1
Cut Bank,primaryTitle,12389,Q1
The Disappearance of Eleanor Rigby: Them,primaryTitle,12368,Q1
C.H.U.D.,primaryTitle,12351,Q1
Mr. Destiny,primaryTitle,12351,Q1
Forget Paris,primaryTitle,12339,Q1
Paid in Full,primaryTitle,12318,Q1
What Doesn't Kill You,primaryTitle,12291,Q1
The Road to Wellville,primaryTitle,12267,Q1
The Deep,primaryTitle,12264,Q1
Romance & Cigarettes,primaryTitle,12254,Q1
In the Blood,primaryTitle,12252,Q1
Meeting Evil,primaryTitle,12229,Q1
Acts of Violence,primaryTitle,12207,Q1
The Preacher's Wife,primaryTitle,12203,Q1
Blood Creek,primaryTitle,12195,Q1
Against All Odds,primaryTitle,12162,Q1
"Watch Out, We're Mad",primaryTitle,12160,Q1
Air,primaryTitle,12122,Q1
Milk Money,primaryTitle,12096,Q1
The Keep,primaryTitle,12072,Q1
Boxing Helena,primaryTitle,12063,Q1
The Best Little Whorehouse in Texas,primaryTitle,12061,Q1
Cosmic Sin,primaryTitle,12056,Q1
Madea Goes to Jail,primaryTitle,12047,Q1
Rock the Kasbah,primaryTitle,12023,Q1
Acts of Vengeance,primaryTitle,11987,Q1
A Defintely Maybe,primaryTitle,11983,Q1
Paa,primaryTitle,11960,Q1
Bucky Larson: Born to Be a Star,primaryTitle,11959,Q1
The Return,primaryTitle,11958,Q1
Play It to the Bone,primaryTitle,11939,Q1
The One and Only Ivan,primaryTitle,11938,Q1
Goodbye Bafana,primaryTitle,11924,Q1
Billy Bathgate,primaryTitle,11915,Q1
Arkansas,primaryTitle,11913,Q1
Rooster Cogburn,primaryTitle,11904,Q1
Renegade,primaryTitle,11897,Q1
The Visitors II: The Corridors of Time,primaryTitle,11896,Q1
Necessary Roughness,primaryTitle,11877,Q1
Windfall,primaryTitle,11874,Q1
Rapture-Palooza,primaryTitle,11868,Q1
The Other Man,primaryTitle,11850,Q1
Day of the Falcon,primaryTitle,11842,Q1
Retreat,primaryTitle,11833,Q1
Edmond,primaryTitle,11825,Q1
Mixed Nuts,primaryTitle,11823,Q1
Where the Buffalo Roam,primaryTitle,11810,Q1
The Starling,primaryTitle,11801,Q1
No Entry,primaryTitle,11790,Q1
The Hit List,primaryTitle,11761,Q1
My Mom's New Boyfriend,primaryTitle,11756,Q1
Surviving the Game,primaryTitle,11752,Q1
Drunken Angel,primaryTitle,11749,Q1
The Portrait of a Lady,primaryTitle,11746,Q1
Bronco Billy,primaryTitle,11745,Q1
Brake,primaryTitle,11712,Q1
Ideal Home,primaryTitle,11711,Q1
Black '47,primaryTitle,11709,Q1
Billu,primaryTitle,11698,Q1
Towelhead,primaryTitle,11683,Q1
Three Fugitives,primaryTitle,11651,Q1
Lay the Favorite,primaryTitle,11613,Q1
The Comebacks,primaryTitle,11589,Q1
Lust for Life,primaryTitle,11578,Q1
Next of Kin,primaryTitle,11557,Q1
The Falcon and The Snowman,primaryTitle,11548,Q1
A Good Marriage,primaryTitle,11527,Q1
Forsaken,primaryTitle,11510,Q1
Turbulence,primaryTitle,11491,Q1
One False Move,primaryTitle,11487,Q1
Burnt Offerings,primaryTitle,11481,Q1
Shooting Dogs,primaryTitle,11480,Q1
This Beautiful Fantastic,primaryTitle,11473,Q1
First Kill,primaryTitle,11471,Q1
Clay Pigeons,primaryTitle,11466,Q1
Run Silent Run Deep,primaryTitle,11459,Q1
My Life,primaryTitle,11435,Q1
Who Finds a Friend Finds a Treasure,primaryTitle,11433,Q1
Crime Busters,primaryTitle,11432,Q1
Brainscan,primaryTitle,11428,Q1
Armed and Dangerous,primaryTitle,11415,Q1
Norma Rae,primaryTitle,11413,Q1
Geronimo: An American Legend,primaryTitle,11402,Q1
Julius Caesar,primaryTitle,11400,Q1
Hoodlum,primaryTitle,11387,Q1
Mr. Blandings Builds His Dream House,primaryTitle,11382,Q1
God's Pocket,primaryTitle,11375,Q1
Gloria Bell,primaryTitle,11366,Q1
People I Know,primaryTitle,11351,Q1
Peacock,primaryTitle,11345,Q1
De-Lovely,primaryTitle,11339,Q1
Queen of the Desert,primaryTitle,11336,Q1
Kickboxer: Vengeance,primaryTitle,11310,Q1
One-Eyed Jacks,primaryTitle,11300,Q1
Pawn Shop Chronicles,primaryTitle,11293,Q1
Savage Grace,primaryTitle,11291,Q1
Respect,primaryTitle,11273,Q1
Peter's Friends,primaryTitle,11262,Q1
Viva Zapata!,primaryTitle,11259,Q1
The Long Riders,primaryTitle,11257,Q1
New York,primaryTitle,11254,Q1
The Next Best Thing,primaryTitle,11254,Q1
Fifty Dead Men Walking,primaryTitle,11245,Q1
The Newton Boys,primaryTitle,11239,Q1
Support Your Local Sheriff!,primaryTitle,11230,Q1
Mr. Baseball,primaryTitle,11197,Q1
Small Town Crime,primaryTitle,11194,Q1
Deep Cover,primaryTitle,11174,Q1
Other People,primaryTitle,11140,Q1
The Gingerbread Man,primaryTitle,11121,Q1
The Naked Spur,primaryTitle,11121,Q1
Extreme Movie,primaryTitle,11107,Q1
Shirley,primaryTitle,11093,Q1
Thirteen Conversations About One Thing,primaryTitle,11073,Q1
Ishtar,primaryTitle,11070,Q1
Bell Book and Candle,primaryTitle,11069,Q1
Boss,primaryTitle,11068,Q1
Feeling Minnesota,primaryTitle,11066,Q1
Ghosts of Mississippi,primaryTitle,11060,Q1
Action Jackson,primaryTitle,11057,Q1
Spinning Man,primaryTitle,10990,Q1
Eddie,primaryTitle,10967,Q1
Twixt,primaryTitle,10965,Q1
The D Train,primaryTitle,10961,Q1
The Brothers Solomon,primaryTitle,10943,Q1
The Curse of Frankenstein,primaryTitle,10937,Q1
A Single Shot,primaryTitle,10932,Q1
Heartburn,primaryTitle,10922,Q1
Legal Eagles,primaryTitle,10922,Q1
To End All Wars,primaryTitle,10921,Q1
The Candidate,primaryTitle,10918,Q1
The Muse,primaryTitle,10901,Q1
The Duel,primaryTitle,10896,Q1
The Hound of the Baskervilles,primaryTitle,10893,Q1
Home of the Brave,primaryTitle,10886,Q1
F/X2,primaryTitle,10838,Q1
Scrooge,primaryTitle,10834,Q1
Magic,primaryTitle,10827,Q1
True History of the Kelly Gang,primaryTitle,10820,Q1
Scenic Route,primaryTitle,10812,Q1
The Electrical Life of Louis Wain,primaryTitle,10812,Q1
Ill Manors,primaryTitle,10811,Q1
Madea's Witness Protection,primaryTitle,10794,Q1
The Pride of the Yankees,primaryTitle,10779,Q1
The Grey Zone,primaryTitle,10770,Q1
"The Long, Hot Summer",primaryTitle,10770,Q1
Elephant White,primaryTitle,10763,Q1
Sirens,primaryTitle,10753,Q1
The Bang Bang Club,primaryTitle,10742,Q1
Killerman,primaryTitle,10732,Q1
Maqbool,primaryTitle,10703,Q1
Ishq,primaryTitle,10699,Q1
The Missouri Breaks,primaryTitle,10658,Q1
The Vanishing of Sidney Hall,primaryTitle,10637,Q1
The Perfect Guy,primaryTitle,10636,Q1
Horror Express,primaryTitle,10611,Q1
Dudley Do-Right,primaryTitle,10609,Q1
Dying of the Light,primaryTitle,10600,Q1
Next Day Air,primaryTitle,10592,Q1
Our Friend,primaryTitle,10556,Q1
The Four Musketeers: Milady's Revenge,primaryTitle,10536,Q1
Judwaa 2,primaryTitle,10534,Q1
The Snow Walker,primaryTitle,10534,Q1
Operation: Endgame,primaryTitle,10528,Q1
The Friends of Eddie Coyle,primaryTitle,10519,Q1
Waiting for the Barbarians,primaryTitle,10509,Q1
Hardcore,primaryTitle,10496,Q1
Don't Let Go,primaryTitle,10489,Q1
Enduring Love,primaryTitle,10468,Q1
The Good Thief,primaryTitle,10467,Q1
Dead Birds,primaryTitle,10465,Q1
The Best Man,primaryTitle,10464,Q1
Airport 1975,primaryTitle,10460,Q1
Catch a Fire,primaryTitle,10448,Q1
The Frisco Kid,primaryTitle,10437,Q1
The Truth About Charlie,primaryTitle,10433,Q1
Hard Times,primaryTitle,10427,Q1
Chup Chup Ke,primaryTitle,10410,Q1
Baaghi 2,primaryTitle,10409,Q1
Lucky Numbers,primaryTitle,10407,Q1
Force of Nature,primaryTitle,10406,Q1
Ishqiya,primaryTitle,10397,Q1
Life Stinks,primaryTitle,10388,Q1
Pretty Persuasion,primaryTitle,10368,Q1
The Horse Soldiers,primaryTitle,10356,Q1
The Polka King,primaryTitle,10350,Q1
Stage Beauty,primaryTitle,10348,Q1
Mom,primaryTitle,10347,Q1
Beyond the Reach,primaryTitle,10317,Q1
Trail of the Pink Panther,primaryTitle,10305,Q1
Suspect,primaryTitle,10288,Q1
Eyes of Laura Mars,primaryTitle,10272,Q1
Without a Clue,primaryTitle,10255,Q1
Open Hearts,primaryTitle,10235,Q1
Man Down,primaryTitle,10227,Q1
D.O.A.,primaryTitle,10226,Q1
What's New Pussycat,primaryTitle,10224,Q1
The Boys Are Back,primaryTitle,10209,Q1
Freelancers,primaryTitle,10202,Q1
The Great White Hype,primaryTitle,10193,Q1
Dear Wendy,primaryTitle,10189,Q1
Aitraaz,primaryTitle,10181,Q1
The Greatest Story Ever Told,primaryTitle,10179,Q1
A Better Tomorrow II,primaryTitle,10173,Q1
Wasp Network,primaryTitle,10157,Q1
Waterloo,primaryTitle,10157,Q1
Luck by Chance,primaryTitle,10150,Q1
The Secret of Moonacre,primaryTitle,10147,Q1
Hurlyburly,primaryTitle,10136,Q1
Uncommon Valor,primaryTitle,10116,Q1
Death Defying Acts,primaryTitle,10110,Q1
Innocent Blood,primaryTitle,10105,Q1
Double Trouble,primaryTitle,10103,Q1
The Darwin Awards,primaryTitle,10095,Q1
Shootout at Lokhandwala,primaryTitle,10090,Q1
The Giant Mechanical Man,primaryTitle,10067,Q1
CBGB,primaryTitle,10063,Q1
Mary Magdalene,primaryTitle,10055,Q1
Celtic Pride,primaryTitle,10031,Q1
Tim and Eric's Billion Dollar Movie,primaryTitle,10028,Q1
"My Son, My Son, What Have Ye Done",primaryTitle,10023,Q1
Blood and Wine,primaryTitle,10019,Q1
The Brave,primaryTitle,10016,Q1
Vera Cruz,primaryTitle,10009,Q1
Wolfen,primaryTitle,10009,Q1
Plunkett & Macleane,primaryTitle,10003,Q1
