id,primaryTitle,nconst
308919,Cheaper by the Dozen 2,Steve Martin
436590,Spectral,James Badge Dale
436591,Spectral,Bruce Greenwood
237966,Session 9,Josh Lucas
237963,Session 9,David Caruso
391790,Uncharted,Tom Holland
391791,Uncharted,Mark Wahlberg
391792,Uncharted,Antonio Banderas
129575,Moonstruck,Nicolas Cage
129576,Moonstruck,Danny Aiello
465240,Ride Along 2,Benjamin Bratt
465238,Ride Along 2,Ice Cube
465239,Ride Along 2,Kevin Hart
453111,Woman in Gold,Daniel Bruhl
453110,Woman in Gold,Ryan Reynolds
296649,Firewall,Paul Bettany
296648,Firewall,Harrison Ford
293895,Rumor Has It...,Mark Ruffalo
293896,Rumor Has It...,Kevin Costner
240126,America's Sweethearts,John Cusack
240127,America's Sweethearts,Billy Crystal
339256,Poltergeist,Sam Rockwell
275840,Ladder 49,John Travolta
275839,Ladder 49,Joaquin Phoenix
275841,Ladder 49,Robert Patrick
158010,Last Man Standing,Bruce Dern
158009,Last Man Standing,Bruce Willis
158012,Last Man Standing,Christopher Walken
334587,Traitor,Don Cheadle
334588,Traitor,Guy Pearce
134547,Crimes and Misdemeanors,Woody Allen
134546,Crimes and Misdemeanors,Martin Landau
146570,Benny & Joon,Johnny Depp
146571,Benny & Joon,Aidan Quinn
208029,Red Planet,Benjamin Bratt
208028,Red Planet,Tom Sizemore
208027,Red Planet,Val Kilmer
161184,Lolita,Frank Langella
161183,Lolita,Jeremy Irons
225514,The Pledge,Jack Nicholson
225515,The Pledge,Benicio Del Toro
88001,Where Eagles Dare,Clint Eastwood
88000,Where Eagles Dare,Richard Burton
445817,OMG: Oh My God!,Akshay Kumar
445816,OMG: Oh My God!,Abhinay Raj Singh
445818,OMG: Oh My God!,Mithun Chakraborty
445815,OMG: Oh My God!,Paresh Rawal
375088,Animal Kingdom,Guy Pearce
375089,Animal Kingdom,Joel Edgerton
106735,Days of Heaven,Sam Shepard
106734,Days of Heaven,Richard Gere
268085,Secondhand Lions,Haley Joel Osment
268086,Secondhand Lions,Michael Caine
268087,Secondhand Lions,Robert Duvall
220625,Proof of Life,Russell Crowe
220626,Proof of Life,David Morse
524568,The Beguiled,Colin Farrell
153179,The American President,Martin Sheen
153180,The American President,Michael J. Fox
153178,The American President,Michael Douglas
429383,Automata,Dylan McDermott
429382,Automata,Antonio Banderas
450135,Live by Night,Brendan Gleeson
450136,Live by Night,Chris Messina
450134,Live by Night,Ben Affleck
177649,The Legend of Bagger Vance,Matt Damon
177648,The Legend of Bagger Vance,Will Smith
132391,The Last Temptation of Christ,Harvey Keitel
132390,The Last Temptation of Christ,Willem Dafoe
217725,Original Sin,Jack Thompson
217724,Original Sin,Thomas Jane
217723,Original Sin,Antonio Banderas
199549,House on Haunted Hill,Taye Diggs
199550,House on Haunted Hill,Peter Gallagher
199548,House on Haunted Hill,Geoffrey Rush
133810,Working Girl,Harrison Ford
133811,Working Girl,Alec Baldwin
429604,Victor Frankenstein,James McAvoy
429603,Victor Frankenstein,Daniel Radcliffe
322788,The Man Who Knew Infinity,Dev Patel
322789,The Man Who Knew Infinity,Jeremy Irons
162008,Soldier,Kurt Russell
157271,Executive Decision,Steven Seagal
162010,Soldier,Jason Isaacs
157270,Executive Decision,John Leguizamo
157269,Executive Decision,Kurt Russell
474568,Those Who Wish Me Dead,Jon Bernthal
474566,Those Who Wish Me Dead,Nicholas Hoult
161417,Mousehunt,Maury Chaykin
161415,Mousehunt,Nathan Lane
268124,The Whole Ten Yards,Bruce Willis
268125,The Whole Ten Yards,Matthew Perry
104379,A Bridge Too Far,Ryan O'Neal
104381,A Bridge Too Far,Laurence Olivier
104378,A Bridge Too Far,Sean Connery
104380,A Bridge Too Far,Michael Caine
141251,Hudson Hawk,Bruce Willis
141252,Hudson Hawk,Danny Aiello
141253,Hudson Hawk,James Coburn
267442,Wicker Park,Matthew Lillard
267441,Wicker Park,Josh Hartnett
121823,Red Dawn,Patrick Swayze
121825,Red Dawn,Charlie Sheen
123629,The Jewel of the Nile,Michael Douglas
123630,The Jewel of the Nile,Danny DeVito
152902,Wolf,James Spader
152901,Wolf,Jack Nicholson
323859,Rendition,Alan Arkin
323857,Rendition,Jake Gyllenhaal
323858,Rendition,Peter Sarsgaard
417802,Stonehearst Asylum,David Thewlis
417803,Stonehearst Asylum,Brendan Gleeson
417801,Stonehearst Asylum,Jim Sturgess
423336,The Loft,Karl Urban
423337,The Loft,James Marsden
359318,All Good Things,Ryan Gosling
359319,All Good Things,Frank Langella
315255,Wristcutters: A Love Story,Will Arnett
315252,Wristcutters: A Love Story,Patrick Fugit
103051,Logan's Run,Richard Jordan
103050,Logan's Run,Michael York
269563,Scooby-Doo 2: Monsters Unleashed,Matthew Lillard
269562,Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr.
474131,The Cobbler,Steve Buscemi
474130,The Cobbler,Adam Sandler
473246,Pride,Bill Nighy
473247,Pride,Dominic West
473248,Pride,Paddy Considine
116851,An Officer and a Gentleman,Richard Gere
116853,An Officer and a Gentleman,Robert Loggia
140570,City Slickers,Daniel Stern
140571,City Slickers,Bruno Kirby
140568,City Slickers,Billy Crystal
381733,Pride and Prejudice and Zombies,Jack Huston
381732,Pride and Prejudice and Zombies,Sam Riley
451146,Special 26,Akshay Kumar
451147,Special 26,Anupam Kher
451148,Special 26,Manoj Bajpayee
85112,The Producers,Gene Wilder
383313,Stand Up Guys,Al Pacino
383315,Stand Up Guys,Alan Arkin
383314,Stand Up Guys,Christopher Walken
435751,Mr. Right,Tim Roth
435750,Mr. Right,Sam Rockwell
488270,Jungle,Daniel Radcliffe
488271,Jungle,Thomas Kretschmann
290386,Motherless Brooklyn,Edward Norton
290387,Motherless Brooklyn,Alec Baldwin
290388,Motherless Brooklyn,Willem Dafoe
72790,The Longest Day,John Wayne
72791,The Longest Day,Robert Ryan
72793,The Longest Day,Henry Fonda
72792,The Longest Day,Richard Burton
449502,The Lunchbox,Nawazuddin Siddiqui
449501,The Lunchbox,Irrfan Khan
290155,In Good Company,Dennis Quaid
290156,In Good Company,Topher Grace
121166,The Killing Fields,Julian Sands
121165,The Killing Fields,John Malkovich
430270,The Upside,Bryan Cranston
430269,The Upside,Kevin Hart
455102,Masterminds,Owen Wilson
455101,Masterminds,Zach Galifianakis
143705,The Crying Game,Stephen Rea
143707,The Crying Game,Forest Whitaker
533836,First Reformed,Cedric the Entertainer
533835,First Reformed,Ethan Hawke
320538,Without Remorse,Michael B. Jordan
320539,Without Remorse,Jamie Bell
320540,Without Remorse,Guy Pearce
278250,Lords of Dogtown,Heath Ledger
278251,Lords of Dogtown,Emile Hirsch
278253,Lords of Dogtown,Johnny Knoxville
150580,Mary Shelley's Frankenstein,Robert De Niro
150581,Mary Shelley's Frankenstein,Kenneth Branagh
335193,The Experiment,Cam Gigandet
335192,The Experiment,Adrien Brody
335194,The Experiment,Forest Whitaker
124277,Police Academy 2: Their First Assignment,David Graf
124278,Police Academy 2: Their First Assignment,Michael Winslow
124275,Police Academy 2: Their First Assignment,Steve Guttenberg
124276,Police Academy 2: Their First Assignment,Bubba Smith
443039,Wild Card,Milo Ventimiglia
443038,Wild Card,Michael Angarano
443037,Wild Card,Jason Statham
295107,Chaos,Jason Statham
295109,Chaos,Wesley Snipes
295108,Chaos,Ryan Phillippe
242018,The Majestic,Jim Carrey
242020,The Majestic,Bob Balaban
242019,The Majestic,Martin Landau
422456,Winter's Tale,Colin Farrell
422457,Winter's Tale,Russell Crowe
149028,The Three Musketeers,Kiefer Sutherland
149029,The Three Musketeers,Chris O'Donnell
149030,The Three Musketeers,Oliver Platt
149027,The Three Musketeers,Charlie Sheen
136998,"Sex, Lies, and Videotape",James Spader
136999,"Sex, Lies, and Videotape",Peter Gallagher
101617,Three Days of the Condor,Max von Sydow
101615,Three Days of the Condor,Robert Redford
286981,Flight of the Phoenix,Tyrese Gibson
286980,Flight of the Phoenix,Giovanni Ribisi
286979,Flight of the Phoenix,Dennis Quaid
220376,Ghosts of Mars,Ice Cube
159726,Absolute Power,Ed Harris
159724,Absolute Power,Clint Eastwood
159725,Absolute Power,Gene Hackman
220377,Ghosts of Mars,Jason Statham
440062,Jab Tak Hai Jaan,Shah Rukh Khan
440063,Jab Tak Hai Jaan,Anupam Kher
166204,Heartbreakers,Gene Hackman
166205,Heartbreakers,Ray Liotta
156937,Courage Under Fire,Denzel Washington
156938,Courage Under Fire,Lou Diamond Phillips
295097,Casanova,Heath Ledger
295098,Casanova,Jeremy Irons
295099,Casanova,Oliver Platt
160098,Breakdown,J.T. Walsh
160097,Breakdown,Kurt Russell
134256,Black Rain,Andy Garcia
134255,Black Rain,Michael Douglas
403245,The Dilemma,Kevin James
403244,The Dilemma,Vince Vaughn
195555,Quills,Joaquin Phoenix
195556,Quills,Michael Caine
195554,Quills,Geoffrey Rush
406218,Win Win,Paul Giamatti
406220,Win Win,Bobby Cannavale
406219,Win Win,Jeffrey Tambor
129790,Over the Top,Sylvester Stallone
129791,Over the Top,Robert Loggia
136348,"See No Evil, Hear No Evil",Kevin Spacey
136346,"See No Evil, Hear No Evil",Richard Pryor
136347,"See No Evil, Hear No Evil",Gene Wilder
289500,Stealth,Sam Shepard
289498,Stealth,Josh Lucas
289499,Stealth,Jamie Foxx
275889,Miracle,Noah Emmerich
275887,Miracle,Kurt Russell
160719,Great Expectations,Hank Azaria
160718,Great Expectations,Ethan Hawke
160720,Great Expectations,Chris Cooper
148921,Super Mario Bros.,Bob Hoskins
148922,Super Mario Bros.,John Leguizamo
148923,Super Mario Bros.,Dennis Hopper
374920,Halloween II,Malcolm McDowell
325611,The Soloist,Jamie Foxx
325612,The Soloist,Robert Downey Jr.
324560,Take Me Home Tonight,Topher Grace
324561,Take Me Home Tonight,Dan Fogler
436870,Chennai Express,Abhinay Raj Singh
436868,Chennai Express,Shah Rukh Khan
131279,Bull Durham,Kevin Costner
131280,Bull Durham,Tim Robbins
134021,The Adventures of Baron Munchausen,Eric Idle
134022,The Adventures of Baron Munchausen,Oliver Reed
146901,Dave,Kevin Kline
146902,Dave,Frank Langella
271769,Stuck on You,Matt Damon
271770,Stuck on You,Greg Kinnear
299846,Dead Man's Shoes,Toby Kebbell
299844,Dead Man's Shoes,Paddy Considine
160134,Buffalo '66,Ben Gazzara
160135,Buffalo '66,Mickey Rourke
231781,Hart's War,Terrence Howard
231779,Hart's War,Bruce Willis
231780,Hart's War,Colin Farrell
231782,Hart's War,Cole Hauser
323625,Transsiberian,Woody Harrelson
323626,Transsiberian,Ben Kingsley
149637,Andaz Apna Apna,Aamir Khan
149638,Andaz Apna Apna,Salman Khan
120107,2010: The Year We Make Contact,Roy Scheider
120108,2010: The Year We Make Contact,John Lithgow
120109,2010: The Year We Make Contact,Bob Balaban
493328,Colonia,Michael Nyqvist
493327,Colonia,Daniel Bruhl
130488,Three Men and a Baby,Steve Guttenberg
130487,Three Men and a Baby,Tom Selleck
496854,M.S. Dhoni: The Untold Story,Abhinay Raj Singh
496855,M.S. Dhoni: The Untold Story,Anupam Kher
196927,Boiler Room,Giovanni Ribisi
196928,Boiler Room,Vin Diesel
567997,The Courier,Benedict Cumberbatch
286322,Alfie,Jude Law
521104,Detroit,John Boyega
521105,Detroit,Anthony Mackie
483289,Whiskey Tango Foxtrot,Martin Freeman
483290,Whiskey Tango Foxtrot,Alfred Molina
371930,Don 2,Shah Rukh Khan
371932,Don 2,Om Puri
136821,The War of the Roses,Michael Douglas
136822,The War of the Roses,Danny DeVito
300422,The Proposition,Guy Pearce
300421,The Proposition,Ray Winstone
286315,Tristan + Isolde,James Franco
286316,Tristan + Isolde,Rufus Sewell
231285,Asterix & Obelix: Mission Cleopatra,Gerard Depardieu
231286,Asterix & Obelix: Mission Cleopatra,Christian Clavier
149023,This Boy's Life,Leonardo DiCaprio
149022,This Boy's Life,Robert De Niro
384875,Hesher,Rainn Wilson
384873,Hesher,Joseph Gordon-Levitt
492113,The Space Between Us,Asa Butterfield
492112,The Space Between Us,Gary Oldman
417435,Arbitrage,Tim Roth
417434,Arbitrage,Richard Gere
332462,Lakeview Terrace,Samuel L. Jackson
332463,Lakeview Terrace,Patrick Wilson
156819,Chain Reaction,Keanu Reeves
156821,Chain Reaction,Fred Ward
156820,Chain Reaction,Morgan Freeman
323315,Cassandra's Dream,Colin Farrell
323316,Cassandra's Dream,Ewan McGregor
237170,Don't Say a Word,Michael Douglas
237171,Don't Say a Word,Sean Bean
474064,Extinction,Michael Pena
162346,U Turn,Nick Nolte
162347,U Turn,Billy Bob Thornton
162345,U Turn,Sean Penn
502410,Shaft,Samuel L. Jackson
190284,Keeping the Faith,Edward Norton
190283,Keeping the Faith,Ben Stiller
75045,The Pink Panther,Peter Sellers
75044,The Pink Panther,David Niven
471034,Tusk,Justin Long
471036,Tusk,Haley Joel Osment
256542,I Spy,Owen Wilson
256543,I Spy,Malcolm McDowell
256541,I Spy,Eddie Murphy
62706,Throne of Blood,Toshiro Mifune
62708,Throne of Blood,Takashi Shimura
112401,Ordinary People,Timothy Hutton
112399,Ordinary People,Donald Sutherland
355226,The Unborn,Gary Oldman
355227,The Unborn,Cam Gigandet
124333,The Purple Rose of Cairo,Danny Aiello
124332,The Purple Rose of Cairo,Jeff Daniels
90011,THX 1138,Donald Pleasence
90010,THX 1138,Robert Duvall
113410,Blow Out,John Lithgow
113409,Blow Out,John Travolta
141866,Naked Lunch,Ian Holm
141867,Naked Lunch,Julian Sands
305224,The Benchwarmers,Jon Lovitz
305223,The Benchwarmers,Rob Schneider
305221,The Benchwarmers,David Spade
283209,Deuce Bigalow: European Gigolo,Til Schweiger
283206,Deuce Bigalow: European Gigolo,Rob Schneider
327407,The Brothers Bloom,Mark Ruffalo
327406,The Brothers Bloom,Adrien Brody
243311,National Security,Steve Zahn
243310,National Security,Martin Lawrence
398849,Everything Must Go,Michael Pena
398847,Everything Must Go,Will Ferrell
153833,Don Juan DeMarco,Johnny Depp
153834,Don Juan DeMarco,Marlon Brando
149553,Airheads,Steve Buscemi
149552,Airheads,Brendan Fraser
149554,Airheads,Adam Sandler
229048,Bulletproof Monk,Chow Yun-Fat
229049,Bulletproof Monk,Seann William Scott
147389,Hard Target,Lance Henriksen
147388,Hard Target,Jean-Claude Van Damme
424611,The East,Toby Kebbell
424609,The East,Alexander Skarsgard
424610,The East,Elliot Page
195035,15 Minutes,Robert De Niro
195036,15 Minutes,Edward Burns
354510,Duplicity,Paul Giamatti
354508,Duplicity,Clive Owen
354509,Duplicity,Tom Wilkinson
564934,In the Shadow of the Moon,Michael C. Hall
564933,In the Shadow of the Moon,Bokeem Woodbine
152912,Wyatt Earp,Kevin Costner
152914,Wyatt Earp,Gene Hackman
152913,Wyatt Earp,Dennis Quaid
149703,Baby's Day Out,Joe Pantoliano
149702,Baby's Day Out,Joe Mantegna
299411,Adam's Apples,Ulrich Thomsen
299412,Adam's Apples,Mads Mikkelsen
421366,The Double,Jesse Eisenberg
70526,The Guns of Navarone,Gregory Peck
70525,The Guns of Navarone,David Niven
70527,The Guns of Navarone,Anthony Quinn
419324,While We're Young,Ben Stiller
419325,While We're Young,Adam Driver
530153,The Laundromat,Antonio Banderas
530152,The Laundromat,Gary Oldman
165563,Life,Eddie Murphy
165564,Life,Martin Lawrence
144608,Hard Boiled,Tony Chiu-Wai Leung
144607,Hard Boiled,Chow Yun-Fat
374669,Bullet to the Head,Sylvester Stallone
374670,Bullet to the Head,Jason Momoa
374671,Bullet to the Head,Christian Slater
244329,Orange County,Jack Black
244328,Orange County,Colin Hanks
154125,French Kiss,Kevin Kline
154127,French Kiss,Jean Reno
154126,French Kiss,Timothy Hutton
330010,Lions for Lambs,Tom Cruise
330011,Lions for Lambs,Robert Redford
330012,Lions for Lambs,Michael Pena
150321,Disclosure,Donald Sutherland
150320,Disclosure,Michael Douglas
329421,Untraceable,Billy Burke
329419,Untraceable,Colin Hanks
347026,The Belko Experiment,Tony Goldwyn
347027,The Belko Experiment,John C. McGinley
149541,"The Adventures of Priscilla, Queen of the Desert",Guy Pearce
149542,"The Adventures of Priscilla, Queen of the Desert",Terence Stamp
149540,"The Adventures of Priscilla, Queen of the Desert",Hugo Weaving
159305,Tin Cup,Kevin Costner
159306,Tin Cup,Don Johnson
379411,How Do You Know,Owen Wilson
379412,How Do You Know,Jack Nicholson
379410,How Do You Know,Paul Rudd
306692,The Sentinel,Kiefer Sutherland
306691,The Sentinel,Michael Douglas
376229,Death at a Funeral,Keith David
376228,Death at a Funeral,Martin Lawrence
376227,Death at a Funeral,Chris Rock
160785,Hard Eight,Samuel L. Jackson
160784,Hard Eight,John C. Reilly
220161,Formula 51,Samuel L. Jackson
220162,Formula 51,Robert Carlyle
331988,Rabbit Hole,Aaron Eckhart
331989,Rabbit Hole,Miles Teller
476142,Reminiscence,Hugh Jackman
476143,Reminiscence,Cliff Curtis
151983,Reality Bites,Ethan Hawke
151984,Reality Bites,Steve Zahn
314944,The Covenant,Taylor Kitsch
314942,The Covenant,Sebastian Stan
114141,History of the World: Part I,Gregory Hines
114140,History of the World: Part I,Mel Brooks
114142,History of the World: Part I,Dom DeLuise
291231,Christmas with the Kranks,Tim Allen
291232,Christmas with the Kranks,Dan Aykroyd
281118,Kinsey,Liam Neeson
281120,Kinsey,Peter Sarsgaard
281119,Kinsey,Chris O'Donnell
124631,Spies Like Us,Chevy Chase
124632,Spies Like Us,Dan Aykroyd
376259,The Beaver,Anton Yelchin
376258,The Beaver,Mel Gibson
139930,The Witches,Rowan Atkinson
136005,Parenthood,Steve Martin
136006,Parenthood,Jason Robards
311054,In the Name of the King: A Dungeon Siege Tale,Jason Statham
311055,In the Name of the King: A Dungeon Siege Tale,Ron Perlman
311056,In the Name of the King: A Dungeon Siege Tale,Ray Liotta
334022,Fair Game,Sean Penn
466735,Far from the Madding Crowd,Michael Sheen
466734,Far from the Madding Crowd,Matthias Schoenaerts
203599,28 Days,Dominic West
203598,28 Days,Viggo Mortensen
162392,Vegas Vacation,Randy Quaid
162391,Vegas Vacation,Chevy Chase
230480,Kabhi Khushi Kabhie Gham...,Shah Rukh Khan
230481,Kabhi Khushi Kabhie Gham...,Amitabh Bachchan
230482,Kabhi Khushi Kabhie Gham...,Hrithik Roshan
257462,Gigli,Ben Affleck
257463,Gigli,Justin Bartha
345065,Footloose,Dennis Quaid
455623,The Ridiculous 6,Taylor Lautner
455620,The Ridiculous 6,Adam Sandler
100929,The Man Who Would Be King,Michael Caine
100928,The Man Who Would Be King,Sean Connery
100930,The Man Who Would Be King,Christopher Plummer
386539,Kill the Irishman,Val Kilmer
386538,Kill the Irishman,Vincent D'Onofrio
386537,Kill the Irishman,Christopher Walken
386536,Kill the Irishman,Ray Stevenson
157297,The Fan,Robert De Niro
157299,The Fan,John Leguizamo
157298,The Fan,Wesley Snipes
148167,Loaded Weapon 1,Samuel L. Jackson
148168,Loaded Weapon 1,Jon Lovitz
148169,Loaded Weapon 1,Tim Curry
148166,Loaded Weapon 1,Emilio Estevez
121494,The Natural,Robert Duvall
121493,The Natural,Robert Redford
147359,Grumpy Old Men,Jack Lemmon
147360,Grumpy Old Men,Walter Matthau
147361,Grumpy Old Men,Burgess Meredith
451582,Joe,Tye Sheridan
451581,Joe,Nicolas Cage
271594,The Haunted Mansion,Eddie Murphy
271595,The Haunted Mansion,Terence Stamp
130390,Superman IV: The Quest for Peace,Gene Hackman
130389,Superman IV: The Quest for Peace,Christopher Reeve
181355,Psycho,Vince Vaughn
181356,Psycho,Viggo Mortensen
363743,London Boulevard,Ray Winstone
363744,London Boulevard,David Thewlis
363742,London Boulevard,Colin Farrell
175330,Inspector Gadget,Matthew Broderick
175331,Inspector Gadget,Rupert Everett
359299,W.,Colin Hanks
359297,W.,Josh Brolin
359298,W.,Ioan Gruffudd
407596,Hector and the Search for Happiness,Simon Pegg
407597,Hector and the Search for Happiness,Jean Reno
364902,Extract,Jason Bateman
364903,Extract,Ben Affleck
148113,Much Ado About Nothing,Keanu Reeves
148112,Much Ado About Nothing,Kenneth Branagh
248107,Bad Company,Gabriel Macht
248104,Bad Company,Anthony Hopkins
248105,Bad Company,Chris Rock
523437,The Meyerowitz Stories,Adam Sandler
523438,The Meyerowitz Stories,Dustin Hoffman
422501,Honest Thief,Jai Courtney
422500,Honest Thief,Liam Neeson
145109,Passenger 57,Tom Sizemore
145107,Passenger 57,Wesley Snipes
360123,Black Death,Sean Bean
360122,Black Death,Eddie Redmayne
310329,Perfect Stranger,Bruce Willis
310330,Perfect Stranger,Giovanni Ribisi
449298,The Rover,Robert Pattinson
449297,The Rover,Guy Pearce
449299,The Rover,Scoot McNairy
155861,To Die For,Matt Dillon
155862,To Die For,Joaquin Phoenix
155863,To Die For,Casey Affleck
301384,Employee of the Month,Dax Shepard
301383,Employee of the Month,Dane Cook
269589,11:14,Ben Foster
269587,11:14,Henry Thomas
269588,11:14,Colin Hanks
269590,11:14,Patrick Swayze
345044,Hubie Halloween,Adam Sandler
345045,Hubie Halloween,Kevin James
345046,Hubie Halloween,Ray Liotta
448657,The Zero Theorem,David Thewlis
448655,The Zero Theorem,Christoph Waltz
184303,Rules of Engagement,Ben Kingsley
184300,Rules of Engagement,Tommy Lee Jones
184301,Rules of Engagement,Samuel L. Jackson
184302,Rules of Engagement,Guy Pearce
94649,Sleuth,Laurence Olivier
94650,Sleuth,Michael Caine
91355,The Last Picture Show,Ben Johnson
91354,The Last Picture Show,Jeff Bridges
240821,A Man Apart,Vin Diesel
240822,A Man Apart,Timothy Olyphant
144050,Forever Young,Mel Gibson
144051,Forever Young,Elijah Wood
283135,After the Sunset,Woody Harrelson
283134,After the Sunset,Pierce Brosnan
283136,After the Sunset,Don Cheadle
242154,The Hunted,Benicio Del Toro
242153,The Hunted,Tommy Lee Jones
126102,The Hitcher,Rutger Hauer
165819,Very Bad Things,Jon Favreau
165818,Very Bad Things,Daniel Stern
165817,Very Bad Things,Christian Slater
564916,The Many Saints of Newark,Jon Bernthal
564914,The Many Saints of Newark,Alessandro Nivola
340023,Spiral,Chris Rock
340024,Spiral,Samuel L. Jackson
340025,Spiral,Max Minghella
87842,True Grit,John Wayne
407224,Think Like a Man,Michael Ealy
407223,Think Like a Man,Kevin Hart
279375,Shall We Dance,Richard Gere
279376,Shall We Dance,Stanley Tucci
123757,Ladyhawke,Rutger Hauer
123756,Ladyhawke,Matthew Broderick
126116,Hoosiers,Gene Hackman
126117,Hoosiers,Dennis Hopper
364017,Kill the Messenger,Jeremy Renner
364018,Kill the Messenger,Robert Patrick
115870,Creepshow,Hal Holbrook
115871,Creepshow,Leslie Nielsen
126128,Howard the Duck,Tim Robbins
126127,Howard the Duck,Jeffrey Jones
138618,Look Who's Talking Too,Elias Koteas
138617,Look Who's Talking Too,John Travolta
282137,Without a Paddle,Matthew Lillard
282139,Without a Paddle,Dax Shepard
319354,CHIPS,Dax Shepard
319353,CHIPS,Michael Pena
319355,CHIPS,Vincent D'Onofrio
443709,A Haunted House,David Koechner
443708,A Haunted House,Marlon Wayans
309987,"Carry On, Munna Bhai",Sanjay Dutt
309988,"Carry On, Munna Bhai",Arshad Warsi
309989,"Carry On, Munna Bhai",Boman Irani
269785,Saved!,Patrick Fugit
269784,Saved!,Macaulay Culkin
256798,Far from Heaven,Dennis Quaid
256799,Far from Heaven,Dennis Haysbert
324260,"New York, I Love You",Hayden Christensen
324258,"New York, I Love You",Shia LaBeouf
324259,"New York, I Love You",Bradley Cooper
496573,Free Fire,Sharlto Copley
496575,Free Fire,Cillian Murphy
496574,Free Fire,Armie Hammer
432690,Flatliners,Diego Luna
432689,Flatliners,Elliot Page
161528,Nothing to Lose,Giancarlo Esposito
161527,Nothing to Lose,John C. McGinley
161525,Nothing to Lose,Martin Lawrence
161526,Nothing to Lose,Tim Robbins
363895,Seeking Justice,Guy Pearce
363894,Seeking Justice,Nicolas Cage
363896,Seeking Justice,Harold Perrineau
223272,3000 Miles to Graceland,Kurt Russell
223273,3000 Miles to Graceland,Kevin Costner
223274,3000 Miles to Graceland,Christian Slater
330097,Che: Part One,Benicio Del Toro
330098,Che: Part One,Oscar Isaac
555831,Race 3,Anil Kapoor
555832,Race 3,Salman Khan
457923,Starred Up,Jack O'Connell
457925,Starred Up,Rupert Friend
457924,Starred Up,Ben Mendelsohn
301684,Red Cliff,Takeshi Kaneshiro
301686,Red Cliff,Chang Chen
301683,Red Cliff,Tony Chiu-Wai Leung
507820,War Machine,Emory Cohen
507817,War Machine,Brad Pitt
131998,The Great Outdoors,Dan Aykroyd
131999,The Great Outdoors,John Candy
299002,Two for the Money,Matthew McConaughey
299004,Two for the Money,Armand Assante
299003,Two for the Money,Al Pacino
152042,The River Wild,Kevin Bacon
152043,The River Wild,David Strathairn
409127,Million Dollar Arm,Alan Arkin
409125,Million Dollar Arm,Jon Hamm
86756,The Italian Job,Michael Caine
290323,Glory Road,Josh Lucas
290326,Glory Road,Jon Voight
290324,Glory Road,Derek Luke
360191,You Will Meet a Tall Dark Stranger,Josh Brolin
360190,You Will Meet a Tall Dark Stranger,Anthony Hopkins
358970,The Company Men,Chris Cooper
358971,The Company Men,Tommy Lee Jones
358969,The Company Men,Ben Affleck
283866,Alone in the Dark,Stephen Dorff
283865,Alone in the Dark,Christian Slater
422112,Dhoom 3,Aamir Khan
422113,Dhoom 3,Abhishek Bachchan
174459,Varsity Blues,Jon Voight
174460,Varsity Blues,Paul Walker
301337,Candy,Heath Ledger
301338,Candy,Geoffrey Rush
521321,Official Secrets,Rhys Ifans
521320,Official Secrets,Matthew Goode
148561,Rising Sun,Sean Connery
148562,Rising Sun,Wesley Snipes
148563,Rising Sun,Harvey Keitel
159148,Striptease,Ving Rhames
159147,Striptease,Armand Assante
159146,Striptease,Burt Reynolds
310325,Mr. Magorium's Wonder Emporium,Dustin Hoffman
310326,Mr. Magorium's Wonder Emporium,Jason Bateman
508036,The Do-Over,Adam Sandler
508037,The Do-Over,David Spade
131586,The Dead Pool,Liam Neeson
131585,The Dead Pool,Clint Eastwood
392366,MacGruber,Ryan Phillippe
357686,The Colony,Laurence Fishburne
392365,MacGruber,Val Kilmer
357687,The Colony,Bill Paxton
509263,Sultan,Salman Khan
509264,Sultan,Randeep Hooda
127030,Police Academy 3: Back in Training,Michael Winslow
127028,Police Academy 3: Back in Training,Bubba Smith
127029,Police Academy 3: Back in Training,David Graf
127027,Police Academy 3: Back in Training,Steve Guttenberg
282280,The Matador,Pierce Brosnan
282281,The Matador,Greg Kinnear
226591,Dr. Dolittle 2,Eddie Murphy
226592,Dr. Dolittle 2,Cedric the Entertainer
464611,The Old Man & the Gun,Robert Redford
464613,The Old Man & the Gun,Danny Glover
464612,The Old Man & the Gun,Casey Affleck
308341,Cirque du Freak: The Vampire's Assistant,John C. Reilly
308342,Cirque du Freak: The Vampire's Assistant,Josh Hutcherson
409763,Stolen,Danny Huston
409762,Stolen,Josh Lucas
409761,Stolen,Nicolas Cage
342934,The Big Year,Steve Martin
342933,The Big Year,Jack Black
342932,The Big Year,Owen Wilson
342935,The Big Year,John Cleese
327038,The Pink Panther 2,Jean Reno
327039,The Pink Panther 2,Andy Garcia
327037,The Pink Panther 2,Steve Martin
115548,Annie,Albert Finney
259658,Cradle 2 the Grave,Anthony Anderson
259655,Cradle 2 the Grave,Jet Li
260682,Blood Work,Clint Eastwood
260683,Blood Work,Jeff Daniels
287020,Proof,Anthony Hopkins
287021,Proof,Jake Gyllenhaal
405333,Pawn Sacrifice,Tobey Maguire
405336,Pawn Sacrifice,Michael Stuhlbarg
405334,Pawn Sacrifice,Liev Schreiber
405335,Pawn Sacrifice,Peter Sarsgaard
82240,Guess Who's Coming to Dinner,Sidney Poitier
82239,Guess Who's Coming to Dinner,Spencer Tracy
542013,Dragged Across Concrete,Vince Vaughn
