id,primaryTitle,nconst
147565,In the Name of the Father,Pete Postlethwaite
401691,Zombieland: Double Tap,Jesse Eisenberg
401690,Zombieland: Double Tap,Woody Harrelson
401731,The Master,Jesse Plemons
401729,The Master,Philip Seymour Hoffman
401730,The Master,Joaquin Phoenix
162059,Three Kings,George Clooney
162060,Three Kings,Mark Wahlberg
162061,Three Kings,Ice Cube
439728,Horrible Bosses 2,Jason Sudeikis
439727,Horrible Bosses 2,Jason Bateman
439729,Horrible Bosses 2,Charlie Day
450624,Need for Speed,Dominic Cooper
450623,Need for Speed,Aaron Paul
174827,The Insider,Russell Crowe
174829,The Insider,Christopher Plummer
174828,The Insider,Al Pacino
421175,RED 2,Bruce Willis
421176,RED 2,John Malkovich
421177,RED 2,Anthony Hopkins
274509,Alexander,Colin Farrell
274510,Alexander,Anthony Hopkins
427780,Miss Peregrine's Home for Peculiar Children,Asa Butterfield
427781,Miss Peregrine's Home for Peculiar Children,Samuel L. Jackson
433956,Rocketman,Taron Egerton
433957,Rocketman,Jamie Bell
307205,Blades of Glory,Will Arnett
307203,Blades of Glory,Will Ferrell
368293,Immortals,Henry Cavill
368294,Immortals,Mickey Rourke
368296,Immortals,Stephen Dorff
368295,Immortals,John Hurt
398476,Exodus: Gods and Kings,Christian Bale
398477,Exodus: Gods and Kings,Joel Edgerton
398478,Exodus: Gods and Kings,Ben Kingsley
434995,Steve Jobs,Michael Fassbender
434996,Steve Jobs,Seth Rogen
434997,Steve Jobs,Jeff Daniels
177391,The Bone Collector,Denzel Washington
177392,The Bone Collector,Michael Rooker
275825,King Arthur,Ioan Gruffudd
275823,King Arthur,Clive Owen
275824,King Arthur,Stephen Dillane
508323,The Meg,Jason Statham
508324,The Meg,Rainn Wilson
508325,The Meg,Cliff Curtis
144644,Lethal Weapon 3,Danny Glover
144643,Lethal Weapon 3,Mel Gibson
144645,Lethal Weapon 3,Joe Pesci
124387,Rambo: First Blood Part II,Richard Crenna
124386,Rambo: First Blood Part II,Sylvester Stallone
194006,The Perfect Storm,John C. Reilly
194005,The Perfect Storm,Mark Wahlberg
194004,The Perfect Storm,George Clooney
162850,The Man in the Iron Mask,Gerard Depardieu
162849,The Man in the Iron Mask,John Malkovich
162848,The Man in the Iron Mask,Jeremy Irons
162847,The Man in the Iron Mask,Leonardo DiCaprio
423989,Deepwater Horizon,Mark Wahlberg
423990,Deepwater Horizon,Kurt Russell
49340,Rashomon,Toshiro Mifune
49342,Rashomon,Takashi Shimura
254993,Rush Hour 3,Max von Sydow
254992,Rush Hour 3,Chris Tucker
254991,Rush Hour 3,Jackie Chan
497734,Molly's Game,Kevin Costner
497735,Molly's Game,Michael Cera
497733,Molly's Game,Idris Elba
385840,Riddick,Karl Urban
385839,Riddick,Vin Diesel
420363,Unbroken,Jack O'Connell
420365,Unbroken,Domhnall Gleeson
420366,Unbroken,Garrett Hedlund
312234,Michael Clayton,George Clooney
312235,Michael Clayton,Tom Wilkinson
395390,Fantastic Four,Miles Teller
395391,Fantastic Four,Michael B. Jordan
395392,Fantastic Four,Jamie Bell
156735,The Cable Guy,Matthew Broderick
156736,The Cable Guy,Jack Black
156734,The Cable Guy,Jim Carrey
355152,The Ghost Writer,Ewan McGregor
355154,The Ghost Writer,Jon Bernthal
355153,The Ghost Writer,Pierce Brosnan
443055,Rampage,Jeffrey Dean Morgan
443054,Rampage,Dwayne Johnson
151188,Legends of the Fall,Brad Pitt
151189,Legends of the Fall,Anthony Hopkins
151190,Legends of the Fall,Aidan Quinn
193859,Galaxy Quest,Tony Shalhoub
193858,Galaxy Quest,Alan Rickman
193857,Galaxy Quest,Tim Allen
164075,Lethal Weapon 4,Danny Glover
164074,Lethal Weapon 4,Mel Gibson
164076,Lethal Weapon 4,Joe Pesci
243693,Punch-Drunk Love,Adam Sandler
243694,Punch-Drunk Love,Philip Seymour Hoffman
371172,Date Night,Mark Wahlberg
371171,Date Night,Steve Carell
296720,Flightplan,Sean Bean
296719,Flightplan,Peter Sarsgaard
333234,The Sorcerer's Apprentice,Nicolas Cage
333235,The Sorcerer's Apprentice,Jay Baruchel
333236,The Sorcerer's Apprentice,Alfred Molina
250841,Once Upon a Time in Mexico,Willem Dafoe
250839,Once Upon a Time in Mexico,Antonio Banderas
250840,Once Upon a Time in Mexico,Johnny Depp
310557,Sin City: A Dame to Kill For,Mickey Rourke
310559,Sin City: A Dame to Kill For,Joseph Gordon-Levitt
310558,Sin City: A Dame to Kill For,Josh Brolin
438329,Saving Mr. Banks,Colin Farrell
438328,Saving Mr. Banks,Tom Hanks
334755,The Green Hornet,Seth Rogen
334757,The Green Hornet,Christoph Waltz
301124,Hard Candy,Patrick Wilson
301125,Hard Candy,Elliot Page
163100,Wild Wild West,Kenneth Branagh
163099,Wild Wild West,Kevin Kline
163098,Wild Wild West,Will Smith
348311,Adventureland,Ryan Reynolds
348310,Adventureland,Jesse Eisenberg
314137,The Mechanic,Tony Goldwyn
314136,The Mechanic,Donald Sutherland
314135,The Mechanic,Ben Foster
314134,The Mechanic,Jason Statham
328272,The Mummy: Tomb of the Dragon Emperor,Jet Li
328271,The Mummy: Tomb of the Dragon Emperor,Brendan Fraser
326766,Underworld: Rise of the Lycans,Michael Sheen
326767,Underworld: Rise of the Lycans,Bill Nighy
290957,Idiocracy,Dax Shepard
290956,Idiocracy,Luke Wilson
269258,The Punisher,John Travolta
269257,The Punisher,Thomas Jane
139105,Predator 2,Gary Busey
139104,Predator 2,Danny Glover
343520,Invictus,Matt Damon
343519,Invictus,Morgan Freeman
116977,Poltergeist,Craig T. Nelson
244446,Johnny English,John Malkovich
244445,Johnny English,Rowan Atkinson
123004,Commando,Arnold Schwarzenegger
123005,Commando,Dan Hedaya
304654,Next,Thomas Kretschmann
304653,Next,Nicolas Cage
103290,Network,Robert Duvall
103288,Network,William Holden
530529,Pokemon Detective Pikachu,Bill Nighy
530527,Pokemon Detective Pikachu,Ryan Reynolds
476755,London Has Fallen,Gerard Butler
476757,London Has Fallen,Morgan Freeman
476756,London Has Fallen,Aaron Eckhart
402325,War Horse,Benedict Cumberbatch
402324,War Horse,David Thewlis
402323,War Horse,Jeremy Irvine
350926,Wrath of Man,Jason Statham
350928,Wrath of Man,Josh Hartnett
241071,Spy Game,Stephen Dillane
241070,Spy Game,Brad Pitt
241069,Spy Game,Robert Redford
99681,Young Frankenstein,Peter Boyle
99679,Young Frankenstein,Gene Wilder
406495,Abraham Lincoln: Vampire Hunter,Dominic Cooper
406494,Abraham Lincoln: Vampire Hunter,Rufus Sewell
406496,Abraham Lincoln: Vampire Hunter,Anthony Mackie
395367,Bad Boys for Life,Martin Lawrence
395366,Bad Boys for Life,Will Smith
395368,Bad Boys for Life,Alexander Ludwig
369661,Hercules,Joseph Fiennes
369658,Hercules,Dwayne Johnson
369659,Hercules,John Hurt
369660,Hercules,Ian McShane
159296,A Time to Kill,Matthew McConaughey
159297,A Time to Kill,Samuel L. Jackson
159298,A Time to Kill,Kevin Spacey
293996,Bridge to Terabithia,Josh Hutcherson
293997,Bridge to Terabithia,Robert Patrick
162735,From Hell,Johnny Depp
162736,From Hell,Ian Holm
130719,Wall Street,Charlie Sheen
130720,Wall Street,Michael Douglas
141341,JFK,Walter Matthau
141340,JFK,Jack Lemmon
141339,JFK,Gary Oldman
141338,JFK,Kevin Costner
394769,Underworld: Awakening,Michael Ealy
394770,Underworld: Awakening,Stephen Rea
183434,The Virgin Suicides,Josh Hartnett
183435,The Virgin Suicides,James Woods
497070,The Gift,Joel Edgerton
497069,The Gift,Jason Bateman
164811,Analyze This,Billy Crystal
164810,Analyze This,Robert De Niro
164812,Analyze This,Chazz Palminteri
56925,On the Waterfront,Karl Malden
56924,On the Waterfront,Marlon Brando
56927,On the Waterfront,Rod Steiger
413748,The Spectacular Now,Miles Teller
413749,The Spectacular Now,Kyle Chandler
432901,Inside Llewyn Davis,Garrett Hedlund
432900,Inside Llewyn Davis,John Goodman
432899,Inside Llewyn Davis,Oscar Isaac
314522,State of Play,Ben Affleck
314521,State of Play,Russell Crowe
402254,Man on a Ledge,Sam Worthington
402255,Man on a Ledge,Jamie Bell
441089,Grown Ups 2,Adam Sandler
441092,Grown Ups 2,David Spade
441091,Grown Ups 2,Chris Rock
441090,Grown Ups 2,Kevin James
405531,The Drop,Tom Hardy
405533,The Drop,Matthias Schoenaerts
405532,The Drop,James Gandolfini
140116,The Addams Family,Dan Hedaya
140115,The Addams Family,Christopher Lloyd
140114,The Addams Family,Raul Julia
142687,Thelma & Louise,Michael Madsen
142686,Thelma & Louise,Harvey Keitel
482423,The Disaster Artist,James Franco
482425,The Disaster Artist,Seth Rogen
360955,Pandorum,Cam Gigandet
360954,Pandorum,Ben Foster
360953,Pandorum,Dennis Quaid
322391,Mr. Brooks,Kevin Costner
322392,Mr. Brooks,William Hurt
322393,Mr. Brooks,Dane Cook
488580,Snowden,Joseph Gordon-Levitt
488581,Snowden,Zachary Quinto
168385,Rounders,Edward Norton
168386,Rounders,John Malkovich
168384,Rounders,Matt Damon
306547,Vantage Point,Matthew Fox
306546,Vantage Point,Forest Whitaker
306545,Vantage Point,Dennis Quaid
312260,Shoot 'Em Up,Paul Giamatti
312259,Shoot 'Em Up,Clive Owen
290089,Green Street Hooligans,Charlie Hunnam
290088,Green Street Hooligans,Elijah Wood
119773,Trading Places,Dan Aykroyd
119772,Trading Places,Eddie Murphy
343157,The Imaginarium of Doctor Parnassus,Heath Ledger
343156,The Imaginarium of Doctor Parnassus,Christopher Plummer
343158,The Imaginarium of Doctor Parnassus,Andrew Garfield
309000,The Time Traveler's Wife,Ron Livingston
308999,The Time Traveler's Wife,Eric Bana
352680,Crank: High Voltage,Jason Statham
352681,Crank: High Voltage,Clifton Collins Jr.
352682,Crank: High Voltage,Dwight Yoakam
297046,The Lake House,Christopher Plummer
297045,The Lake House,Keanu Reeves
478582,Transformers: The Last Knight,Anthony Hopkins
478583,Transformers: The Last Knight,Josh Duhamel
478581,Transformers: The Last Knight,Mark Wahlberg
334702,Dear John,Henry Thomas
334701,Dear John,Richard Jenkins
334700,Dear John,Channing Tatum
580013,Palm Springs,J.K. Simmons
580014,Palm Springs,Peter Gallagher
321256,I Now Pronounce You Chuck & Larry,Dan Aykroyd
321254,I Now Pronounce You Chuck & Larry,Adam Sandler
321255,I Now Pronounce You Chuck & Larry,Kevin James
113609,Conan the Barbarian,Max von Sydow
113607,Conan the Barbarian,Arnold Schwarzenegger
340033,Defiance,Daniel Craig
340035,Defiance,Jamie Bell
340034,Defiance,Liev Schreiber
521462,Logan Lucky,Daniel Craig
521461,Logan Lucky,Adam Driver
521460,Logan Lucky,Channing Tatum
297707,Evan Almighty,Morgan Freeman
297706,Evan Almighty,Steve Carell
235057,S.W.A.T.,LL Cool J
235056,S.W.A.T.,Colin Farrell
235055,S.W.A.T.,Samuel L. Jackson
270768,Starsky & Hutch,Owen Wilson
270767,Starsky & Hutch,Ben Stiller
270770,Starsky & Hutch,Vince Vaughn
457572,Crimson Peak,Tom Hiddleston
457573,Crimson Peak,Charlie Hunnam
544138,Bad Times at the El Royale,Jon Hamm
544137,Bad Times at the El Royale,Jeff Bridges
314830,Smokin' Aces,Ray Liotta
314829,Smokin' Aces,Ryan Reynolds
314828,Smokin' Aces,Jeremy Piven
283956,Fun with Dick and Jane,Jim Carrey
283957,Fun with Dick and Jane,Alec Baldwin
283958,Fun with Dick and Jane,Richard Jenkins
303003,Four Brothers,Garrett Hedlund
303001,Four Brothers,Tyrese Gibson
303002,Four Brothers,Andre 3000
303000,Four Brothers,Mark Wahlberg
375323,Devil,Bokeem Woodbine
375322,Devil,Chris Messina
149074,Tombstone,Sam Elliott
149075,Tombstone,Bill Paxton
149073,Tombstone,Val Kilmer
149072,Tombstone,Kurt Russell
260165,Bad Santa,John Ritter
260163,Bad Santa,Billy Bob Thornton
248167,Mr. Deeds,Adam Sandler
248168,Mr. Deeds,John Turturro
292684,Coach Carter,Samuel L. Jackson
292687,Coach Carter,Rob Brown
513860,Sicario: Day of the Soldado,Benicio Del Toro
513861,Sicario: Day of the Soldado,Josh Brolin
339250,The Power of the Dog,Benedict Cumberbatch
339251,The Power of the Dog,Jesse Plemons
383332,We Bought a Zoo,Matt Damon
383333,We Bought a Zoo,Thomas Haden Church
384504,Winter's Bone,Garret Dillahunt
384503,Winter's Bone,John Hawkes
417457,Killing Them Softly,Brad Pitt
417458,Killing Them Softly,Ray Liotta
417459,Killing Them Softly,Richard Jenkins
417460,Killing Them Softly,Scoot McNairy
153352,Billy Madison,Adam Sandler
153354,Billy Madison,Bradley Whitford
313826,Tower Heist,Eddie Murphy
313827,Tower Heist,Ben Stiller
313829,Tower Heist,Alan Alda
313828,Tower Heist,Casey Affleck
349719,Foxcatcher,Mark Ruffalo
349718,Foxcatcher,Channing Tatum
349717,Foxcatcher,Steve Carell
540483,The Ballad of Buster Scruggs,Tim Blake Nelson
540485,The Ballad of Buster Scruggs,Clancy Brown
437364,Pixels,Peter Dinklage
437363,Pixels,Kevin James
437362,Pixels,Adam Sandler
161940,Seven Years in Tibet,David Thewlis
161939,Seven Years in Tibet,Brad Pitt
538187,Vice,Sam Rockwell
538186,Vice,Steve Carell
538185,Vice,Christian Bale
131862,A Fish Called Wanda,Kevin Kline
131861,A Fish Called Wanda,John Cleese
162895,The Negotiator,David Morse
162894,The Negotiator,Kevin Spacey
162893,The Negotiator,Samuel L. Jackson
161451,My Best Friend's Wedding,Rupert Everett
161450,My Best Friend's Wedding,Dermot Mulroney
451464,Brooklyn,Emory Cohen
451466,Brooklyn,Jim Broadbent
451465,Brooklyn,Domhnall Gleeson
290750,The Constant Gardener,Ralph Fiennes
290751,The Constant Gardener,Danny Huston
171033,Scream 3,David Arquette
171034,Scream 3,Liev Schreiber
246296,We Were Soldiers,Mel Gibson
246297,We Were Soldiers,Greg Kinnear
246298,We Were Soldiers,Sam Elliott
227346,"Dude, Where's My Car?",Seann William Scott
227345,"Dude, Where's My Car?",Ashton Kutcher
113828,Escape from New York,Donald Pleasence
113827,Escape from New York,Ernest Borgnine
113825,Escape from New York,Kurt Russell
129870,"Planes, Trains & Automobiles",John Candy
129869,"Planes, Trains & Automobiles",Steve Martin
400916,The Last Stand,Forest Whitaker
400915,The Last Stand,Arnold Schwarzenegger
400918,The Last Stand,Rodrigo Santoro
400917,The Last Stand,Johnny Knoxville
146672,A Bronx Tale,Chazz Palminteri
146671,A Bronx Tale,Robert De Niro
128827,"Good Morning, Vietnam",Robin Williams
128828,"Good Morning, Vietnam",Forest Whitaker
140454,Boyz n the Hood,Cuba Gooding Jr.
140455,Boyz n the Hood,Laurence Fishburne
380656,Jack the Giant Slayer,Nicholas Hoult
380658,Jack the Giant Slayer,Ewan McGregor
380657,Jack the Giant Slayer,Stanley Tucci
380659,Jack the Giant Slayer,Bill Nighy
267711,Lara Croft Tomb Raider: The Cradle of Life,Ciaran Hinds
267709,Lara Croft Tomb Raider: The Cradle of Life,Gerard Butler
137182,Awakenings,Robert De Niro
137183,Awakenings,Robin Williams
426569,Magic Mike,Matthew McConaughey
426567,Magic Mike,Channing Tatum
426568,Magic Mike,Alex Pettyfer
246262,The Scorpion King,Dwayne Johnson
246264,The Scorpion King,Michael Clarke Duncan
409198,The Dark Tower,Idris Elba
409199,The Dark Tower,Matthew McConaughey
409201,The Dark Tower,Dennis Haysbert
496931,13 Hours,John Krasinski
496933,13 Hours,James Badge Dale
332466,Green Zone,Jason Isaacs
332465,Green Zone,Matt Damon
332467,Green Zone,Greg Kinnear
129979,Raising Arizona,Nicolas Cage
129981,Raising Arizona,John Goodman
229089,The Count of Monte Cristo,Guy Pearce
229088,The Count of Monte Cristo,Jim Caviezel
436093,Dumb and Dumber To,Jeff Daniels
436092,Dumb and Dumber To,Jim Carrey
383442,In the Heart of the Sea,Cillian Murphy
383443,In the Heart of the Sea,Brendan Gleeson
383444,In the Heart of the Sea,Ben Whishaw
383441,In the Heart of the Sea,Chris Hemsworth
454502,Joy,Edgar Ramirez
454500,Joy,Robert De Niro
454501,Joy,Bradley Cooper
139293,Rocky V,Sylvester Stallone
139294,Rocky V,Burt Young
254633,The Recruit,Colin Farrell
254634,The Recruit,Gabriel Macht
254632,The Recruit,Al Pacino
31943,Rebecca,Laurence Olivier
139744,Tremors,Kevin Bacon
139745,Tremors,Fred Ward
273403,Along Came Polly,Philip Seymour Hoffman
273402,Along Came Polly,Ben Stiller
233158,Reign of Fire,Matthew McConaughey
233159,Reign of Fire,Christian Bale
233160,Reign of Fire,Gerard Butler
339959,Gamer,Gerard Butler
339960,Gamer,Michael C. Hall
138773,Miller's Crossing,John Turturro
138772,Miller's Crossing,Albert Finney
138771,Miller's Crossing,Gabriel Byrne
457781,Get Hard,Will Ferrell
457782,Get Hard,Kevin Hart
359224,An Education,Peter Sarsgaard
359225,An Education,Alfred Molina
135009,Glory,Matthew Broderick
135010,Glory,Denzel Washington
135011,Glory,Cary Elwes
135012,Glory,Morgan Freeman
126097,Highlander,Sean Connery
126098,Highlander,Clancy Brown
69447,Spartacus,Laurence Olivier
69446,Spartacus,Kirk Douglas
186138,Stuart Little,Michael J. Fox
186139,Stuart Little,Hugh Laurie
314780,"Hail, Caesar!",Ralph Fiennes
314777,"Hail, Caesar!",Josh Brolin
314778,"Hail, Caesar!",George Clooney
432579,The Great Wall,Matt Damon
432580,The Great Wall,Willem Dafoe
432581,The Great Wall,Andy Lau
362774,Last Vegas,Robert De Niro
362775,Last Vegas,Michael Douglas
362777,Last Vegas,Kevin Kline
362776,Last Vegas,Morgan Freeman
178177,Deep Blue Sea,Thomas Jane
178178,Deep Blue Sea,Samuel L. Jackson
231812,John Q,Robert Duvall
231811,John Q,Denzel Washington
288083,Capote,Philip Seymour Hoffman
288084,Capote,Clifton Collins Jr.
366055,The Men Who Stare at Goats,Ewan McGregor
366058,The Men Who Stare at Goats,Jeff Bridges
366056,The Men Who Stare at Goats,George Clooney
366057,The Men Who Stare at Goats,Kevin Spacey
171128,8MM,James Gandolfini
171129,8MM,Peter Stormare
171127,8MM,Joaquin Phoenix
171126,8MM,Nicolas Cage
147195,The Firm,Hal Holbrook
147194,The Firm,Gene Hackman
147193,The Firm,Tom Cruise
308915,The Break-Up,Jon Favreau
308914,The Break-Up,Vince Vaughn
498300,The Last Duel,Matt Damon
498301,The Last Duel,Adam Driver
153542,Casper,Eric Idle
153541,Casper,Bill Pullman
74422,From Russia with Love,Robert Shaw
74421,From Russia with Love,Sean Connery
289987,Accepted,Jonah Hill
289986,Accepted,Justin Long
440163,The Monuments Men,George Clooney
440164,The Monuments Men,Matt Damon
440165,The Monuments Men,Bill Murray
419269,The Campaign,Will Ferrell
419270,The Campaign,Zach Galifianakis
419272,The Campaign,Dylan McDermott
419271,The Campaign,Jason Sudeikis
343234,Life as We Know It,Josh Lucas
343233,Life as We Know It,Josh Duhamel
308280,16 Blocks,Yasiin Bey
308279,16 Blocks,Bruce Willis
308281,16 Blocks,David Morse
362827,Jack Ryan: Shadow Recruit,Kenneth Branagh
362825,Jack Ryan: Shadow Recruit,Chris Pine
362826,Jack Ryan: Shadow Recruit,Kevin Costner
322980,R.I.P.D.,Jeff Bridges
322979,R.I.P.D.,Ryan Reynolds
322981,R.I.P.D.,Kevin Bacon
330728,The Thing,Joel Edgerton
330729,The Thing,Ulrich Thomsen
185555,Hollow Man,Kevin Bacon
185556,Hollow Man,Josh Brolin
267762,Matchstick Men,Nicolas Cage
267763,Matchstick Men,Sam Rockwell
282384,Syriana,Matt Damon
282383,Syriana,George Clooney
166605,Man on the Moon,Danny DeVito
166604,Man on the Moon,Jim Carrey
464981,Tag,Jeremy Renner
464984,Tag,Jon Hamm
464982,Tag,Ed Helms
133052,Rambo III,Sylvester Stallone
133053,Rambo III,Richard Crenna
406784,Savages,Aaron Taylor-Johnson
406786,Savages,Benicio Del Toro
406785,Savages,Taylor Kitsch
390122,Killer Elite,Jason Statham
390124,Killer Elite,Robert De Niro
390123,Killer Elite,Clive Owen
96615,Papillon,Steve McQueen
96616,Papillon,Dustin Hoffman
408132,Johnny English Reborn,Rowan Atkinson
408133,Johnny English Reborn,Dominic West
235161,About Schmidt,Dermot Mulroney
235160,About Schmidt,Jack Nicholson
146808,Cliffhanger,Sylvester Stallone
146809,Cliffhanger,John Lithgow
146810,Cliffhanger,Michael Rooker
155193,Outbreak,Dustin Hoffman
155194,Outbreak,Morgan Freeman
155195,Outbreak,Kevin Spacey
162943,Pleasantville,Jeff Daniels
162944,Pleasantville,William H. Macy
162942,Pleasantville,Tobey Maguire
406928,J. Edgar,Leonardo DiCaprio
406929,J. Edgar,Armie Hammer
304052,Daybreakers,Willem Dafoe
304053,Daybreakers,Sam Neill
304051,Daybreakers,Ethan Hawke
295413,The Exorcism of Emily Rose,Tom Wilkinson
295414,The Exorcism of Emily Rose,Campbell Scott
231760,Evolution,Seann William Scott
231759,Evolution,Orlando Jones
231758,Evolution,David Duchovny
220072,The Score,Robert De Niro
220073,The Score,Edward Norton
220074,The Score,Marlon Brando
406800,Margin Call,Zachary Quinto
406801,Margin Call,Stanley Tucci
406802,Margin Call,Kevin Spacey
406803,Margin Call,Paul Bettany
373425,The Watch,Ben Stiller
373428,The Watch,Billy Crudup
373427,The Watch,Jonah Hill
373426,The Watch,Vince Vaughn
158753,Ransom,Gary Sinise
158752,Ransom,Mel Gibson
308016,Eragon,John Malkovich
308015,Eragon,Jeremy Irons
199257,Shanghai Noon,Jackie Chan
199258,Shanghai Noon,Owen Wilson
412304,Carnage,Christoph Waltz
412305,Carnage,John C. Reilly
312683,Max Payne,Beau Bridges
312682,Max Payne,Mark Wahlberg
316316,Hall Pass,Jason Sudeikis
316315,Hall Pass,Owen Wilson
303393,The Kingdom,Jamie Foxx
303394,The Kingdom,Chris Cooper
303395,The Kingdom,Jason Bateman
241887,The Time Machine,Guy Pearce
241889,The Time Machine,Mark Addy
128652,Empire of the Sun,John Malkovich
128651,Empire of the Sun,Christian Bale
309243,Mr. Bean's Holiday,Rowan Atkinson
309244,Mr. Bean's Holiday,Willem Dafoe
121734,Police Academy,Bubba Smith
121732,Police Academy,Steve Guttenberg
271838,Infernal Affairs,Tony Chiu-Wai Leung
271837,Infernal Affairs,Andy Lau
394175,Triple Frontier,Ben Affleck
394177,Triple Frontier,Charlie Hunnam
394176,Triple Frontier,Oscar Isaac
394178,Triple Frontier,Garrett Hedlund
321376,Brothers,Tobey Maguire
321375,Brothers,Jake Gyllenhaal
321377,Brothers,Sam Shepard
299485,Flags of Our Fathers,Jesse Bradford
299483,Flags of Our Fathers,Barry Pepper
299482,Flags of Our Fathers,Ryan Phillippe
133613,Twins,Arnold Schwarzenegger
133614,Twins,Danny DeVito
427882,Nymphomaniac: Vol. I,Shia LaBeouf
427881,Nymphomaniac: Vol. I,Stellan Skarsgard
462936,T2 Trainspotting,Jonny Lee Miller
462934,T2 Trainspotting,Ewan McGregor
462937,T2 Trainspotting,Robert Carlyle
154670,Leaving Las Vegas,Nicolas Cage
154671,Leaving Las Vegas,Julian Sands
423952,Dirty Grandpa,Robert De Niro
423953,Dirty Grandpa,Zac Efron
397967,Contraband,Giovanni Ribisi
397966,Contraband,Mark Wahlberg
426140,Parker,Nick Nolte
426139,Parker,Michael Chiklis
426138,Parker,Jason Statham
254971,The Phantom of the Opera,Gerard Butler
254972,The Phantom of the Opera,Patrick Wilson
216539,The 6th Day,Tony Goldwyn
216537,The 6th Day,Arnold Schwarzenegger
216540,The 6th Day,Michael Rooker
501986,Neighbors 2: Sorority Rising,Zac Efron
501985,Neighbors 2: Sorority Rising,Seth Rogen
285386,Journey to the Center of the Earth,Josh Hutcherson
285385,Journey to the Center of the Earth,Brendan Fraser
407071,Murder Mystery,Adam Sandler
407072,Murder Mystery,Luke Evans
407073,Murder Mystery,Terence Stamp
262898,Tears of the Sun,Bruce Willis
262899,Tears of the Sun,Cole Hauser
568485,The Two Popes,Anthony Hopkins
568486,The Two Popes,Jonathan Pryce
277937,The Brothers Grimm,Heath Ledger
277936,The Brothers Grimm,Matt Damon
90999,The French Connection,Roy Scheider
90998,The French Connection,Gene Hackman
539418,Creed II,Michael B. Jordan
539419,Creed II,Sylvester Stallone
281053,Scary Movie 4,Bill Pullman
281052,Scary Movie 4,Craig Bierko
271434,Something's Gotta Give,Keanu Reeves
271433,Something's Gotta Give,Jack Nicholson
140310,Barton Fink,John Turturro
140311,Barton Fink,John Goodman
202762,The Whole Nine Yards,Matthew Perry
202763,The Whole Nine Yards,Michael Clarke Duncan
202761,The Whole Nine Yards,Bruce Willis
117426,TRON,Jeff Bridges
117428,TRON,David Warner
309745,The Crazies,Timothy Olyphant
309746,The Crazies,Joe Anderson
521349,F9: The Fast Saga,Vin Diesel
521350,F9: The Fast Saga,Tyrese Gibson
325721,Priest,Karl Urban
325720,Priest,Cam Gigandet
325719,Priest,Paul Bettany
117281,Star Trek II: The Wrath of Khan,William Shatner
117284,Star Trek II: The Wrath of Khan,James Doohan
117283,Star Trek II: The Wrath of Khan,DeForest Kelley
117282,Star Trek II: The Wrath of Khan,Leonard Nimoy
300424,Red Eye,Cillian Murphy
300425,Red Eye,Brian Cox
119006,The Meaning of Life,Eric Idle
119004,The Meaning of Life,John Cleese
494620,Green Room,Patrick Stewart
494619,Green Room,Anton Yelchin
461476,Night at the Museum: Secret of the Tomb,Robin Williams
461475,Night at the Museum: Secret of the Tomb,Ben Stiller
461477,Night at the Museum: Secret of the Tomb,Owen Wilson
285712,Halloween,Brad Dourif
285710,Halloween,Malcolm McDowell
362421,Funny People,Adam Sandler
362422,Funny People,Seth Rogen
362423,Funny People,Eric Bana
163097,Wild Things,Matt Dillon
163096,Wild Things,Kevin Bacon
447329,Homefront,Jason Statham
447330,Homefront,James Franco
219304,Pay It Forward,Jay Mohr
219303,Pay It Forward,Haley Joel Osment
219302,Pay It Forward,Kevin Spacey
177632,Any Given Sunday,Al Pacino
177634,Any Given Sunday,James Woods
177633,Any Given Sunday,Dennis Quaid
317735,Wild Hogs,Martin Lawrence
317737,Wild Hogs,William H. Macy
317734,Wild Hogs,Tim Allen
317736,Wild Hogs,John Travolta
398559,Daddy's Home,Will Ferrell
398561,Daddy's Home,Thomas Haden Church
398560,Daddy's Home,Mark Wahlberg
345568,Ghost Rider: Spirit of Vengeance,Ciaran Hinds
345567,Ghost Rider: Spirit of Vengeance,Nicolas Cage
345569,Ghost Rider: Spirit of Vengeance,Idris Elba
128103,Beverly Hills Cop II,Ronny Cox
128102,Beverly Hills Cop II,Jurgen Prochnow
128101,Beverly Hills Cop II,Judge Reinhold
128100,Beverly Hills Cop II,Eddie Murphy
492668,Okja,Paul Dano
492669,Okja,Jake Gyllenhaal
314036,Charlie Wilson's War,Philip Seymour Hoffman
314035,Charlie Wilson's War,Tom Hanks
489009,Sonic the Hedgehog,Jim Carrey
489008,Sonic the Hedgehog,James Marsden
354537,Julie & Julia,Chris Messina
354538,Julie & Julia,Stanley Tucci
134895,Field of Dreams,Ray Liotta
134893,Field of Dreams,Kevin Costner
154513,Judge Dredd,Sylvester Stallone
154514,Judge Dredd,Armand Assante
154515,Judge Dredd,Rob Schneider
154516,Judge Dredd,Jurgen Prochnow
427012,The Best Offer,Jim Sturgess
427011,The Best Offer,Geoffrey Rush
427013,The Best Offer,Donald Sutherland
359873,From Paris with Love,John Travolta
359874,From Paris with Love,Jonathan Rhys Meyers
304084,Just Friends,Chris Klein
304083,Just Friends,Ryan Reynolds
103371,The Omen,David Warner
103369,The Omen,Gregory Peck
197444,Bicentennial Man,Robin Williams
197445,Bicentennial Man,Sam Neill
197446,Bicentennial Man,Oliver Platt
158470,The Nutty Professor,Eddie Murphy
158471,The Nutty Professor,James Coburn
303086,Miami Vice,Colin Farrell
303087,Miami Vice,Jamie Foxx
