name,category,weight,quartile
Yilmaz Erdogan,nconst,3,Q1
Francois Damiens,nconst,3,Q1
Adam Devine,nconst,3,Q1
Francois Cluzet,nconst,3,Q1
Wyatt Russell,nconst,3,Q1
Abhay Deol,nconst,3,Q1
Adam Baldwin,nconst,3,Q1
Wood Harris,nconst,3,Q1
Francois Berleand,nconst,3,Q1
Gaspard Ulliel,nconst,3,Q1
William Petersen,nconst,3,Q1
Gattlin Griffith,nconst,3,Q1
Mike Birbiglia,nconst,3,Q1
Fernando Rey,nconst,3,Q1
Ahmet Kural,nconst,3,Q1
Fengyi Zhang,nconst,3,Q1
Alex Winter,nconst,3,Q1
Moritz Bleibtreu,nconst,3,Q1
Tracy Morgan,nconst,3,Q1
Ernie Hudson,nconst,3,Q1
Trace Adkins,nconst,3,Q1
Albert Dekker,nconst,3,Q1
Alex Jennings,nconst,3,Q1
Tony Roberts,nconst,3,Q1
Hugh Marlowe,nconst,3,Q1
Eric Roberts,nconst,3,Q1
Iain Glen,nconst,3,Q1
Alex Wolff,nconst,3,Q1
Fele Martinez,nconst,3,Q1
Ian Bannen,nconst,3,Q1
Tom Sturridge,nconst,3,Q1
Ian Hart,nconst,3,Q1
Ian Hendry,nconst,3,Q1
Murat Cemcir,nconst,3,Q1
Mykelti Williamson,nconst,3,Q1
Allen Covert,nconst,3,Q1
Jeremy Sisto,nconst,3,Q1
Altan Erkekli,nconst,3,Q1
Andre Braugher,nconst,3,Q1
Herbert Marshall,nconst,3,Q1
Henry Winkler,nconst,3,Q1
Trey Parker,nconst,3,Q1
Tsutomu Yamazaki,nconst,3,Q1
Federico Luppi,nconst,3,Q1
Halit Akcatepe,nconst,3,Q1
Vince Vieluf,nconst,3,Q1
Aksel Hennie,nconst,3,Q1
Mike White,nconst,3,Q1
Vijay Sethupathi,nconst,3,Q1
Michael Parks,nconst,3,Q1
Harry Andrews,nconst,3,Q1
Michael Moriarty,nconst,3,Q1
Fares Fares,nconst,3,Q1
Ulrich Tukur,nconst,3,Q1
Ulrich Muhe,nconst,3,Q1
Mohanlal,nconst,3,Q1
Michael Lerner,nconst,3,Q1
Tyrone Power,nconst,3,Q1
Mohit Raina,nconst,3,Q1
Tyler Mane,nconst,3,Q1
Tyler Labine,nconst,3,Q1
Christopher Abbott,nconst,3,Q1
Henry Travers,nconst,3,Q1
Tupac Shakur,nconst,3,Q1
Munir Ozkul,nconst,3,Q1
Noah Jupe,nconst,3,Q1
Jerry Lewis,nconst,3,Q1
Rene Auberjonois,nconst,3,Q1
Louis C.K.,nconst,3,Q1
Brian Geraghty,nconst,3,Q1
Bruce Boxleitner,nconst,3,Q1
Richard Chamberlain,nconst,3,Q1
Bruce Campbell,nconst,3,Q1
Richard Brake,nconst,3,Q1
Kevin Dillon,nconst,3,Q1
Paul Dooley,nconst,3,Q1
Rex Harrison,nconst,3,Q1
Reni Santoni,nconst,3,Q1
Reginald VelJohnson,nconst,3,Q1
Bruce Spence,nconst,3,Q1
Raymond Massey,nconst,3,Q1
Raymond J. Barry,nconst,3,Q1
Ray Wise,nconst,3,Q1
Dan O'Herlihy,nconst,3,Q1
Ray Walston,nconst,3,Q1
Kevin McCarthy,nconst,3,Q1
Logan Miller,nconst,3,Q1
Ray Milland,nconst,3,Q1
Bruce McGill,nconst,3,Q1
Lionel Stander,nconst,3,Q1
Brent Spiner,nconst,3,Q1
Ken Stott,nconst,3,Q1
Ken Jeong,nconst,3,Q1
Kelvin Harrison Jr.,nconst,3,Q1
Judah Lewis,nconst,3,Q1
Judd Hirsch,nconst,3,Q1
Daniel Kaluuya,nconst,3,Q1
Robert Carradine,nconst,3,Q1
Julian Dennison,nconst,3,Q1
Robert Capron,nconst,3,Q1
Brandon Routh,nconst,3,Q1
Daniel Baldwin,nconst,3,Q1
Rob Brydon,nconst,3,Q1
Kad Merad,nconst,3,Q1
Kamal Haasan,nconst,3,Q1
Luis Gnecco,nconst,3,Q1
Karan Soni,nconst,3,Q1
Ludacris,nconst,3,Q1
Louis Koo,nconst,3,Q1
Keith Carradine,nconst,3,Q1
Richard Wilson,nconst,3,Q1
Richard Widmark,nconst,3,Q1
Kellan Lutz,nconst,3,Q1
Louis Calhern,nconst,3,Q1
Richard Masur,nconst,3,Q1
Bruce Payne,nconst,3,Q1
Paul McGann,nconst,3,Q1
Jerry Orbach,nconst,3,Q1
Leehom Wang,nconst,3,Q1
Philip Baker Hall,nconst,3,Q1
Larry Miller,nconst,3,Q1
Paulo Costanzo,nconst,3,Q1
Dallas Roberts,nconst,3,Q1
C. Thomas Howell,nconst,3,Q1
LeVar Burton,nconst,3,Q1
Lee Byung-hun,nconst,3,Q1
Lee Evans,nconst,3,Q1
Dalip Tahil,nconst,3,Q1
Lee Van Cleef,nconst,3,Q1
Peter Friedman,nconst,3,Q1
Dan Ewing,nconst,3,Q1
Peter Fonda,nconst,3,Q1
Peter Firth,nconst,3,Q1
Leo McKern,nconst,3,Q1
Peter Facinelli,nconst,3,Q1
Leon,nconst,3,Q1
Dakota Goyo,nconst,3,Q1
Leonardo Sbaraglia,nconst,3,Q1
Peter Capaldi,nconst,3,Q1
Dabney Coleman,nconst,3,Q1
Pawan Malhotra,nconst,3,Q1
Larenz Tate,nconst,3,Q1
Lane Smith,nconst,3,Q1
Lambert Wilson,nconst,3,Q1
LaKeith Stanfield,nconst,3,Q1
Kim Bodnia,nconst,3,Q1
Rami Malek,nconst,3,Q1
Dan Byrd,nconst,3,Q1
Ralph Meeker,nconst,3,Q1
Carroll O'Connor,nconst,3,Q1
Klaus Maria Brandauer,nconst,3,Q1
Carmen Argenziano,nconst,3,Q1
Damon Wayans Jr.,nconst,3,Q1
Lionel Barrymore,nconst,3,Q1
Kumud Mishra,nconst,3,Q1
Kunal Khemu,nconst,3,Q1
Raghuvir Yadav,nconst,3,Q1
Rafi Gavron,nconst,3,Q1
Rafe Spall,nconst,3,Q1
Radha Ravi,nconst,3,Q1
Lionel Atwill,nconst,3,Q1
RZA,nconst,3,Q1
R. Lee Ermey,nconst,3,Q1
Paul Sorvino,nconst,3,Q1
Pradeep Singh Rawat,nconst,3,Q1
Prabhas,nconst,3,Q1
Lung Ti,nconst,3,Q1
Robert John Burke,nconst,3,Q1
Robert Knepper,nconst,3,Q1
John Cassavetes,nconst,3,Q1
Corbin Bernsen,nconst,3,Q1
Demian Bichir,nconst,3,Q1
John Agar,nconst,3,Q1
Scott Wolf,nconst,3,Q1
John Ashton,nconst,3,Q1
John Astin,nconst,3,Q1
John Belushi,nconst,3,Q1
Dean Shek,nconst,3,Q1
John Carradine,nconst,3,Q1
John Carroll Lynch,nconst,3,Q1
Sathyaraj,nconst,3,Q1
M. Emmet Walsh,nconst,3,Q1
Sanjay Mishra,nconst,3,Q1
John Cazale,nconst,3,Q1
Benedict Wong,nconst,3,Q1
Dean Norris,nconst,3,Q1
John David Washington,nconst,3,Q1
John Forsythe,nconst,3,Q1
Omari Hardwick,nconst,3,Q1
Benoit Magimel,nconst,3,Q1
John Hannah,nconst,3,Q1
Sam Reid,nconst,3,Q1
Sean Faris,nconst,3,Q1
Sean Harris,nconst,3,Q1
Olivier Martinez,nconst,3,Q1
Ben Hardy,nconst,3,Q1
Skeet Ulrich,nconst,3,Q1
Simon Yam,nconst,3,Q1
Dian Bachar,nconst,3,Q1
Jesse Metcalfe,nconst,3,Q1
Clifton James,nconst,3,Q1
Sid Haig,nconst,3,Q1
Curd Jurgens,nconst,3,Q1
Dexter Fletcher,nconst,3,Q1
Jim Carter,nconst,3,Q1
Colm Feore,nconst,3,Q1
Sharman Joshi,nconst,3,Q1
Dennis Miller,nconst,3,Q1
Shaquille O'Neal,nconst,3,Q1
Shahid Kapoor,nconst,3,Q1
Jimmy Fallon,nconst,3,Q1
Shad Moss,nconst,3,Q1
O.J. Simpson,nconst,3,Q1
Jin Zhang,nconst,3,Q1
Seth MacFarlane,nconst,3,Q1
Oakes Fegley,nconst,3,Q1
Joe Cole,nconst,3,Q1
Freddy Rodriguez,nconst,3,Q1
Sam Huntington,nconst,3,Q1
Mark Harmon,nconst,3,Q1
Jon Heder,nconst,3,Q1
Jonathan Banks,nconst,3,Q1
Romany Malco,nconst,3,Q1
Romain Duris,nconst,3,Q1
Bob Odenkirk,nconst,3,Q1
Rodney Dangerfield,nconst,3,Q1
Roddy McDowall,nconst,3,Q1
Jonathan Jackson,nconst,3,Q1
Rock Hudson,nconst,3,Q1
Jonathan Lipnicki,nconst,3,Q1
Robin Shou,nconst,3,Q1
David Andrews,nconst,3,Q1
Robert Webber,nconst,3,Q1
Robert Wagner,nconst,3,Q1
David Alan Grier,nconst,3,Q1
Robert Sheehan,nconst,3,Q1
Jonny Weston,nconst,3,Q1
Jorma Taccone,nconst,3,Q1
Dave Franco,nconst,3,Q1
Josh Charles,nconst,3,Q1
Charles Bickford,nconst,3,Q1
Danny Dyer,nconst,3,Q1
Jon Tenney,nconst,3,Q1
Ron Rifkin,nconst,3,Q1
David Schwimmer,nconst,3,Q1
Jon Foster,nconst,3,Q1
Biao Yuen,nconst,3,Q1
Bill Cobbs,nconst,3,Q1
John Marley,nconst,3,Q1
John Michael Higgins,nconst,3,Q1
Bill Sage,nconst,3,Q1
Ryan Kwanten,nconst,3,Q1
Bill Skarsgard,nconst,3,Q1
Bill Tung,nconst,3,Q1
John Rhys-Davies,nconst,3,Q1
Russell Brand,nconst,3,Q1
John Saxon,nconst,3,Q1
Rupert Graves,nconst,3,Q1
Mark Boone Junior,nconst,3,Q1
John Waters,nconst,3,Q1
David Manners,nconst,3,Q1
Mandy Patinkin,nconst,3,Q1
Blair Underwood,nconst,3,Q1
David Kelly,nconst,3,Q1
David Hyde Pierce,nconst,3,Q1
Rory Cochrane,nconst,3,Q1
Mako,nconst,3,Q1
David Tennant,nconst,3,Q1
